posx, posy, posz, tag, time (s), userID
-1.344975,-0.2222014,0.923631,Water,422.7418,32
1.093472,1.231033,-0.01668052,Sun,439.5,32
1.496218,0.562693,-0.3951077,Bridge,449.3026,32
1.14285,-1.066729,-0.5171052,Robot,456.5316,32
0.2400918,0.4727035,-1.558952,Container,469.5324,32
