posx, posy, posz, tag, time (s), userID
-1.320652,-0.3581582,0.9159853,Reflection,482.2853,32
1.370103,0.100253,0.9078518,Warehouse,490.8359,32
1.269864,1.037159,0.1522647,Sun,496.7702,32
-0.05352889,0.171898,1.636769,Skyline,512.2753,32
0.8202322,0.1892058,1.415221,Window,519.4932,32
