posx, posy, posz, tag, time (s), userID
-0.7958474,0.03420283,1.441136,Pier,569.3747,32
-1.41757,0.7719189,-0.3256581,Chimney,586.7859,32
0.01596165,0.5280002,-1.559612,Tunnel,615.5853,32
-1.634431,0.08369036,-0.1817752,Graffiti,623.0902,32
-1.336699,-0.1070721,0.9556071,Reflection,628.5237,32
