posx, posy, posz, tag, time (s), userID
1.606654,0.1764314,0.3145788,Skyline,307.1566,32
1.030438,0.3428728,1.23777,Crane,326.869,32
1.056498,0.09532198,-1.259421,Boat,338.94,32
1.461297,0.7560409,-0.06656655,Sun,369.5315,32
1.609228,0.01226479,-0.3487989,Shore,377.2041,32
