posx, posy, posz, tag, time (s), userID
1.155503,-0.9549829,-0.6813647,Robot,387.6129,32
-0.3514303,0.8363131,-1.374233,Bridge,394.9874,32
0.9864818,-0.0278599,1.318149,Snow,405.1499,32
-0.5029622,-0.03858684,1.567463,Boat,411.7512,32
-1.084478,0.1086433,1.234318,Building,417.9963,32
