posx, posy, posz, tag, time (s), userID
1.199722,1.070168,-0.3561354,Sky,526.3133,32
-1.613739,0.02083569,0.3268206,Boat,537.5198,32
-0.1477375,0.2708003,-1.61748,Snow,544.2073,32
1.095111,0.3978574,-1.163554,Trash,551.1891,32
-0.6160987,0.3359666,1.489622,Chimney,562.1135,32
