,Time,Roll1,Pitch1,Yaw1,AccX1,AccY1,AccZ1,RotX1,RotY1,RotZ1,Roll2,Pitch2,Yaw2,AccX2,AccY2,AccZ2,RotX2,RotY2,RotZ2
0,1900-01-01 11:36:41.045,29.81,31.03,-0.01,0.5,0.49,0.68,-1.74,1.41,-0.1,-14.83,-0.83,0.16,-0.01,-0.26,0.98,-0.55,-0.57,-0.96
1,1900-01-01 11:36:42.959,29.61,31.18,-0.03,0.51,0.48,0.68,-1.71,1.27,-0.2,-14.79,-0.77,0.17,-0.01,-0.26,0.98,-0.44,-0.62,-0.92
2,1900-01-01 11:36:43.005,29.86,31.27,-0.07,0.51,0.49,0.68,-1.44,1.02,0.01,-14.29,-0.65,0.19,-0.01,-0.25,0.98,-0.37,-0.26,-1.11
3,1900-01-01 11:36:43.099,29.49,31.08,-0.08,0.5,0.48,0.69,-1.02,1.18,0.23,-14.72,-0.76,0.18,-0.01,-0.26,0.98,-1.14,-0.08,-1.27
4,1900-01-01 11:36:43.193,29.61,30.92,-0.05,0.5,0.48,0.69,-1.24,1.25,0.05,-15.07,-0.72,0.14,-0.01,-0.26,0.98,-0.71,-0.05,-0.9
5,1900-01-01 11:36:43.240,29.73,31.08,-0.05,0.5,0.48,0.68,-1.48,1.34,-0.14,-14.79,-0.79,0.16,-0.01,-0.26,0.98,-0.5,-0.34,-0.76
6,1900-01-01 11:36:43.334,29.79,31.28,-0.08,0.51,0.49,0.68,-1.52,1.21,-0.08,-14.54,-0.73,0.2,-0.01,-0.25,0.98,-0.57,-0.2,-0.95
7,1900-01-01 11:36:43.380,29.9,31.05,-0.1,0.5,0.49,0.68,-1.3,1.18,-0.04,-14.7,-0.76,0.22,-0.01,-0.26,0.98,-0.47,-0.12,-1.02
8,1900-01-01 11:36:43.474,29.51,31.33,-0.12,0.51,0.48,0.68,-1.27,1.16,-0.15,-14.96,-0.72,0.22,-0.01,-0.26,0.98,-0.34,-0.19,-0.91
9,1900-01-01 11:36:43.568,29.72,31.12,-0.15,0.5,0.48,0.68,-1.25,1.05,-0.11,-14.76,-0.8,0.24,-0.01,-0.26,0.98,-0.23,0.05,-0.9
10,1900-01-01 11:36:43.616,29.66,30.92,-0.18,0.5,0.48,0.68,-1.47,1.25,-0.24,-15.01,-0.86,0.26,-0.02,-0.26,0.98,-0.72,-0.34,-1.07
11,1900-01-01 11:36:43.709,29.71,31.29,-0.22,0.51,0.49,0.68,-1.33,1.32,-0.01,-14.41,-0.84,0.25,-0.01,-0.25,0.98,-0.59,-0.11,-0.98
12,1900-01-01 11:36:43.802,29.53,31.06,-0.23,0.5,0.48,0.68,-1.36,1.26,-0.05,-15.02,-0.87,0.26,-0.02,-0.26,0.98,-0.74,-0.19,-0.96
13,1900-01-01 11:36:43.848,29.5,31.19,-0.25,0.51,0.48,0.69,-1.27,1.29,-0.12,-14.64,-0.88,0.27,-0.02,-0.26,0.98,-0.4,-0.13,-0.91
14,1900-01-01 11:36:43.942,29.53,31.09,-0.27,0.5,0.48,0.68,-1.34,1.27,-0.01,-15.01,-0.9,0.29,-0.02,-0.26,0.98,-0.7,-0.29,-0.96
15,1900-01-01 11:36:44.036,29.45,31.1,-0.28,0.51,0.48,0.69,-1.53,1.39,-0.08,-14.7,-0.88,0.3,-0.02,-0.26,0.98,-0.73,-0.27,-0.98
16,1900-01-01 11:36:44.083,29.88,31.09,-0.3,0.5,0.49,0.68,-1.15,1.18,-0.05,-14.63,-0.94,0.31,-0.02,-0.26,0.98,-0.34,-0.19,-0.81
17,1900-01-01 11:36:44.177,29.45,31.07,-0.32,0.5,0.48,0.68,-1.18,1.1,-0.12,-15.0,-0.77,0.35,-0.01,-0.26,0.98,-0.4,-0.4,-0.94
18,1900-01-01 11:36:44.224,29.69,31.04,-0.35,0.5,0.48,0.68,-1.3,1.17,-0.07,-14.63,-0.84,0.36,-0.01,-0.26,0.98,-0.28,-0.21,-0.78
19,1900-01-01 11:36:44.317,29.64,31.07,-0.37,0.5,0.48,0.68,-1.41,1.02,-0.02,-14.77,-0.93,0.4,-0.02,-0.26,0.98,-0.38,-0.46,-0.92
20,1900-01-01 11:36:44.411,29.65,31.18,-0.38,0.51,0.49,0.68,-0.98,1.18,0.04,-14.53,-0.78,0.42,-0.01,-0.25,0.98,-0.27,-0.31,-0.79
21,1900-01-01 11:36:44.458,29.68,30.96,-0.38,0.5,0.48,0.68,-0.95,1.24,0.05,-14.81,-0.87,0.46,-0.02,-0.26,0.98,-0.44,-0.34,-0.87
22,1900-01-01 11:36:44.551,29.67,31.17,-0.38,0.51,0.49,0.68,-1.24,1.15,-0.08,-14.71,-0.86,0.48,-0.02,-0.26,0.98,-0.44,-0.49,-0.82
23,1900-01-01 11:36:44.644,29.79,31.05,-0.4,0.5,0.49,0.68,-1.08,1.3,0.21,-14.67,-0.8,0.51,-0.01,-0.26,0.98,-0.59,-0.36,-0.76
24,1900-01-01 11:36:44.691,29.91,31.0,-0.38,0.5,0.49,0.68,-0.97,1.17,0.02,-14.74,-0.82,0.56,-0.01,-0.26,0.98,-0.43,-0.44,-0.78
25,1900-01-01 11:36:44.785,29.65,31.2,-0.38,0.51,0.48,0.68,-1.16,1.21,-0.03,-14.6,-0.76,0.6,-0.01,-0.26,0.98,-0.46,-0.28,-0.89
26,1900-01-01 11:36:44.878,29.68,31.09,-0.4,0.5,0.48,0.68,-1.08,1.27,0.08,-14.72,-0.75,0.62,-0.01,-0.26,0.98,-0.79,-0.44,-0.85
27,1900-01-01 11:36:44.925,29.59,31.2,-0.39,0.51,0.48,0.68,-1.34,1.37,0.05,-14.67,-0.73,0.65,-0.01,-0.26,0.98,-0.9,-0.33,-0.88
28,1900-01-01 11:36:45.019,29.65,31.17,-0.39,0.51,0.48,0.68,-1.17,1.36,0.03,-14.6,-0.85,0.67,-0.01,-0.25,0.98,-0.53,-0.31,-0.73
29,1900-01-01 11:36:45.066,29.86,31.2,-0.4,0.51,0.49,0.68,-1.36,1.36,-0.05,-14.44,-0.75,0.72,-0.01,-0.25,0.98,-0.56,-0.53,-0.83
30,1900-01-01 11:36:45.158,29.78,31.19,-0.41,0.51,0.49,0.68,-1.24,1.36,-0.03,-14.39,-0.8,0.75,-0.01,-0.25,0.98,-0.34,-0.19,-0.76
31,1900-01-01 11:36:45.252,29.84,30.94,-0.43,0.5,0.49,0.68,-1.17,1.33,-0.02,-14.85,-0.73,0.79,-0.01,-0.26,0.98,-0.47,-0.37,-0.79
32,1900-01-01 11:36:45.298,29.82,31.32,-0.44,0.51,0.49,0.68,-1.23,1.25,-0.06,-14.48,-0.57,0.83,-0.01,-0.25,0.98,-0.52,-0.18,-0.78
33,1900-01-01 11:36:45.392,29.97,30.98,-0.46,0.5,0.49,0.68,-1.49,1.24,-0.05,-14.4,-1.03,0.87,-0.02,-0.25,0.98,-0.69,-0.09,-1.01
34,1900-01-01 11:36:45.486,29.83,31.11,-0.47,0.51,0.49,0.68,-1.44,1.31,-0.11,-14.55,-0.88,0.87,-0.02,-0.25,0.98,-0.4,-0.36,-0.85
35,1900-01-01 11:36:45.532,29.64,31.25,-0.5,0.51,0.48,0.68,-1.44,1.11,-0.02,-14.57,-0.75,0.9,-0.01,-0.25,0.98,-0.56,-0.21,-0.89
