global time, time (s), rotation_x, rotation_y, falcon_x, falcon_y, falcon_z
 11:36:55.645,0.02,0,0,0,0,0
 11:36:56.181,0.3533334,0.45,359.5024,0.0954024,-0.310072,2.92214
 11:36:56.765,0.6866667,0.45,359.5024,0.0957497,-0.311361,2.92168
 11:36:56.784,0.7292728,0.45,359.5024,0.0957497,-0.311361,2.92168
 11:36:56.827,0.7734931,0.45,359.5024,0.0946114,-0.311261,2.91952
 11:36:56.868,0.8123114,0.45,359.5024,0.0634974,-0.335686,2.55163
 11:36:56.964,0.9117656,0.45,359.5024,0.0770898,-0.501111,0.852176
 11:36:57.070,1.017672,0.45,359.5024,0.0656014,-0.380232,-1.47729
 11:36:57.173,1.12037,0.45,359.5024,-0.0216853,-0.27829,-1.58406
 11:36:57.275,1.221634,0.45,359.5024,0.0519661,-0.385705,-1.38493
 11:36:57.371,1.317616,0.45,359.5024,0.0534986,-0.339756,1.84229
 11:36:57.474,1.420105,0.45,359.5024,0.100009,-0.109398,2.92806
 11:36:57.573,1.518782,0.45,359.5024,-0.0217043,-0.315801,1.79461
 11:36:57.676,1.622408,0.45,359.5024,-0.0638903,-0.217267,-1.80112
 11:36:57.778,1.723327,0.45,359.5024,0.337994,0.032943,-1.72296
 11:36:57.879,1.826705,0.45,359.5024,0.458735,-0.147072,-1.29246
 11:36:57.983,1.928169,0.45,359.5024,0.388862,-0.141662,2.42846
 11:36:58.084,2.029968,0.45,359.5024,0.0415433,-0.0718877,3.0812
 11:36:58.182,2.129296,0.45,359.5024,-0.106481,-0.182026,2.06243
 11:36:58.285,2.230755,0.45,359.5024,0.170776,-0.244813,-0.0565666
 11:36:58.387,2.333166,0.45,359.5024,0.534821,-0.343817,-0.697762
 11:36:58.485,2.431624,0.45,359.5024,0.491556,-0.330216,-0.565865
 11:36:58.578,2.526168,0.45,359.5024,0.208835,0.102527,0.314215
 11:36:58.674,2.620781,0.45,359.5024,0.00647404,0.255746,1.04322
 11:36:58.773,2.718453,0.45,359.5024,0.0632091,0.383056,1.37639
 11:36:58.868,2.814055,0.45,359.5024,0.119174,0.304034,1.23457
 11:36:58.970,2.916047,0.45,359.5024,0.286472,0.136665,0.966186
 11:36:59.073,3.014363,0.45,359.5024,0.294107,0.0995736,0.931101
 11:36:59.167,3.11229,0.45,359.5024,0.278243,0.112831,0.92906
 11:36:59.261,3.207262,0.45,359.5024,0.259709,0.167659,0.949129
 11:36:59.356,3.301574,0.45,359.5024,0.277256,0.185177,0.941366
 11:36:59.455,3.401867,0.45,359.5024,0.339239,0.249358,0.904545
 11:36:59.552,3.4982,0.45,359.5024,0.415517,0.303602,0.873243
 11:36:59.646,3.592446,0.45,359.5024,0.471141,0.347285,0.869078
 11:36:59.742,3.689066,0.45,359.5024,0.521101,0.392276,0.847915
 11:36:59.843,3.783948,0.45,359.5024,0.587536,0.458949,0.838961
 11:36:59.938,3.88453,0.45,359.5024,0.606885,0.480786,0.83573
 11:37:00.038,3.984308,0.45,359.5024,0.606347,0.482692,0.836582
 11:37:00.137,4.083686,0.45,359.5024,0.607895,0.484241,0.836103
 11:37:00.236,4.182007,0.45,359.5024,0.608154,0.489425,0.839569
 11:37:00.336,4.281755,0.45,359.5024,0.6159,0.497173,0.837189
 11:37:00.435,4.381538,0.45,359.5024,0.61954,0.498371,0.835386
 11:37:00.543,4.488762,0.45,359.5024,0.621413,0.497841,0.836292
 11:37:00.640,4.584948,0.45,359.5024,0.620336,0.501647,0.838007
 11:37:00.738,4.684207,0.45,359.5024,0.62594,0.517011,0.839102
 11:37:00.839,4.785542,0.45,359.5024,0.632154,0.523227,0.837245
 11:37:00.942,4.886667,0.45,359.5024,0.640857,0.536741,0.831753
 11:37:01.045,4.989777,0.45,359.5024,0.640317,0.53864,0.83262
 11:37:01.151,5.091676,0.45,359.5024,0.644452,0.545213,0.832125
 11:37:01.243,5.188112,0.45,359.5024,0.652732,0.558367,0.831164
