posx, posy, posz, tag, time (s), userID
0.7615294,0.1964062,1.446682,Graffiti,253.5882,6
-1.545641,-0.03113032,0.566968,Ice,271.207,6
-1.645118,0.03063354,0.06364654,Shore,276.6451,6
1.638764,0.1606661,0.008690618,Fence,290.316,6
1.395121,0.2986785,-0.8220958,Rock,296.5076,6
