posx, posy, posz, tag, time (s), userID
1.23063,0.3014506,1.05172,Graffiti,118.4361,10
-1.599928,-0.01175326,0.3892323,Ice,127.0455,10
-1.248362,-0.2327033,1.048275,Foam,130.2748,10
-0.5541514,0.3765129,-1.504184,Truck,137.6492,10
-0.981715,0.154963,-1.312869,Tire,141.5106,10
