Time,Roll2,Pitch2,Yaw2,AccX2,AccY2,AccZ2,RotX2,RotY2,RotZ2,Roll1,Pitch1,Yaw1,AccX1,AccY1,AccZ1,RotX1,RotY1,RotZ1
1900-01-01 20:19:06.796,10.79,-0.38,8.26,-0.01,0.19,0.99,-0.66,-0.24,-1.48,17.81,12.62,7.72,0.21,0.29,0.89,-1.84,0.89,-1.21
1900-01-01 20:19:06.821,12.49,-0.14,8.2,0.0,0.22,0.98,0.78,1.74,-0.91,18.84,12.4,7.53,0.21,0.31,0.89,-1.55,1.68,0.19
1900-01-01 20:19:06.930,13.05,-0.88,8.22,-0.02,0.23,0.97,-0.81,0.12,-0.7,18.55,12.12,7.55,0.2,0.31,0.89,-1.49,1.19,0.0
1900-01-01 20:19:06.982,12.37,-0.7,8.27,-0.01,0.21,0.98,-1.98,-1.26,-0.74,18.42,12.16,7.54,0.2,0.3,0.89,-1.84,0.69,-0.1
1900-01-01 20:19:07.069,12.35,-0.43,8.32,-0.01,0.21,0.98,-1.08,-0.59,-1.03,18.49,12.3,7.52,0.21,0.31,0.89,-1.24,1.12,-0.15
1900-01-01 20:19:07.126,12.15,-0.61,8.32,-0.01,0.21,0.98,-0.91,-0.42,-0.92,18.45,12.16,7.48,0.2,0.31,0.89,-1.26,1.28,-0.03
1900-01-01 20:19:07.220,12.09,-0.66,8.34,-0.01,0.21,0.98,-0.76,-0.57,-0.98,18.35,12.27,7.47,0.2,0.3,0.89,-1.12,1.2,0.01
1900-01-01 20:19:07.269,12.12,-0.45,8.35,-0.01,0.21,0.98,-0.88,-0.47,-0.91,18.45,12.33,7.46,0.21,0.3,0.89,-1.27,1.27,0.04
1900-01-01 20:19:07.362,12.23,-0.29,8.37,-0.01,0.21,0.98,-0.95,-0.57,-0.96,18.66,12.32,7.46,0.21,0.31,0.89,-1.21,1.18,-0.11
1900-01-01 20:19:07.483,11.84,-0.36,8.38,-0.01,0.21,0.98,-0.39,-0.11,-0.92,18.43,12.31,7.44,0.21,0.3,0.89,-1.47,1.44,0.11
1900-01-01 20:19:07.504,12.16,-0.38,8.4,-0.01,0.21,0.98,-0.6,-0.02,-0.92,18.37,12.33,7.44,0.21,0.3,0.89,-1.47,1.45,0.14
1900-01-01 20:19:07.593,12.14,-0.5,8.42,-0.01,0.21,0.98,-0.48,-0.16,-0.94,18.28,12.22,7.46,0.2,0.3,0.89,-1.39,1.35,0.08
1900-01-01 20:19:07.700,12.1,-0.5,8.43,-0.01,0.21,0.98,0.27,-0.01,-1.15,18.15,12.28,7.46,0.2,0.3,0.89,-1.15,1.76,0.08
1900-01-01 20:19:07.740,12.33,-0.59,8.42,-0.01,0.21,0.98,0.02,-0.9,-1.15,18.3,12.2,7.46,0.2,0.3,0.9,-1.01,1.75,-0.11
1900-01-01 20:19:07.869,11.92,-0.87,8.4,-0.02,0.21,0.99,4.05,-2.4,-1.82,16.9,12.73,7.44,0.21,0.28,0.91,3.29,3.71,-0.69
1900-01-01 20:19:07.869,13.06,-2.67,8.28,-0.05,0.24,1.01,22.04,-6.04,-3.68,17.4,9.6,7.33,0.17,0.3,0.94,21.58,9.82,-6.2
1900-01-01 20:19:07.989,16.72,-2.92,7.88,-0.05,0.3,0.98,3.43,-10.99,-2.05,23.16,6.28,6.38,0.12,0.42,0.97,18.09,-1.35,2.81
1900-01-01 20:19:08.020,15.85,1.03,7.73,0.02,0.28,0.98,-7.49,-13.08,-4.23,21.85,9.79,6.8,0.17,0.37,0.91,-3.83,-15.51,2.45
1900-01-01 20:19:08.115,13.57,5.12,7.24,0.09,0.23,0.96,-4.63,-12.87,-9.79,22.46,17.39,7.16,0.26,0.33,0.76,-3.14,-13.98,-9.81
1900-01-01 20:19:08.208,16.47,5.27,5.9,0.09,0.27,0.91,-3.18,-7.27,-10.78,26.93,12.36,5.65,0.2,0.42,0.8,-6.99,-10.4,-8.62
1900-01-01 20:19:08.255,13.59,7.21,4.41,0.12,0.23,0.92,-6.24,-4.63,-11.5,21.75,20.13,4.32,0.3,0.32,0.74,-8.63,-10.4,-12.5
1900-01-01 20:19:08.373,19.97,12.09,2.8,0.2,0.33,0.89,20.34,1.27,-11.63,39.98,16.5,2.39,0.26,0.59,0.66,20.49,9.64,-19.31
1900-01-01 20:19:08.443,24.56,10.78,1.18,0.19,0.43,0.92,2.98,4.75,2.41,40.3,13.52,-0.57,0.24,0.67,0.75,4.02,9.97,8.5
1900-01-01 20:19:08.490,18.28,8.1,1.71,0.14,0.32,0.97,6.13,3.99,10.4,30.5,16.07,0.71,0.27,0.49,0.79,14.41,15.98,11.31
1900-01-01 20:19:08.569,17.66,4.79,3.45,0.09,0.32,0.99,0.09,5.09,9.62,27.92,11.88,2.42,0.21,0.47,0.86,-1.34,17.69,10.34
1900-01-01 20:19:08.666,17.21,0.67,5.06,0.01,0.31,0.99,-6.7,4.23,7.09,23.23,8.45,3.97,0.15,0.4,0.93,-19.73,2.15,4.31
1900-01-01 20:19:08.713,17.9,0.63,6.29,0.01,0.32,0.99,-0.15,0.87,1.97,25.91,9.37,4.62,0.16,0.43,0.87,-1.51,1.92,1.46
