Time,Roll2,Pitch2,Yaw2,AccX2,AccY2,AccZ2,RotX2,RotY2,RotZ2,Roll1,Pitch1,Yaw1,AccX1,AccY1,AccZ1,RotX1,RotY1,RotZ1
1900-01-01 17:56:20.502,28.06,-3.38,-1.98,-0.06,0.47,0.87,-0.69,-0.21,-0.8,18.28,22.57,-8.08,0.37,0.3,0.84,-1.27,1.09,0.11
1900-01-01 17:56:20.537,28.17,-3.26,-1.95,-0.06,0.47,0.88,-0.53,-0.35,-1.02,18.37,22.69,-8.07,0.38,0.31,0.85,-1.11,0.55,0.12
1900-01-01 17:56:20.627,27.94,-3.44,-1.94,-0.06,0.47,0.88,-0.89,-0.5,-1.02,18.51,22.81,-8.06,0.38,0.31,0.84,-0.98,0.6,0.02
1900-01-01 17:56:20.692,27.88,-3.33,-1.94,-0.06,0.47,0.88,-0.42,-0.18,-0.84,18.13,23.22,-8.06,0.38,0.3,0.84,-0.85,1.07,0.02
1900-01-01 17:56:20.774,28.17,-3.14,-1.91,-0.05,0.47,0.87,-0.63,-0.44,-0.86,18.53,22.92,-8.07,0.38,0.31,0.84,-1.11,1.31,0.12
1900-01-01 17:56:20.879,28.17,-3.18,-1.88,-0.06,0.47,0.88,-0.45,-0.33,-1.03,18.68,22.87,-8.06,0.38,0.31,0.84,-1.05,1.08,-0.15
1900-01-01 17:56:20.927,28.36,-3.28,-1.88,-0.06,0.47,0.87,-0.14,-0.48,-0.91,18.44,23.02,-8.09,0.38,0.31,0.84,-0.86,0.95,-0.24
1900-01-01 17:56:20.974,28.02,-3.33,-1.86,-0.06,0.47,0.88,-0.41,-0.32,-0.81,18.37,22.96,-8.14,0.38,0.31,0.84,-0.92,1.31,-0.2
1900-01-01 17:56:21.068,27.99,-3.25,-1.82,-0.06,0.47,0.88,-0.7,-0.29,-0.88,18.58,23.02,-8.18,0.38,0.31,0.84,-1.31,1.11,0.17
1900-01-01 17:56:21.122,28.29,-3.25,-1.8,-0.06,0.47,0.87,-0.61,-0.24,-0.79,18.68,22.9,-8.16,0.38,0.31,0.84,-1.25,1.19,0.02
1900-01-01 17:56:21.208,28.33,-3.18,-1.76,-0.06,0.47,0.87,-0.34,-0.43,-0.79,18.71,23.17,-8.17,0.38,0.31,0.84,-1.0,1.27,-0.15
1900-01-01 17:56:21.302,28.01,-3.35,-1.72,-0.06,0.47,0.88,-0.52,-0.44,-0.82,18.44,22.9,-8.2,0.38,0.31,0.84,-1.15,1.21,-0.05
1900-01-01 17:56:21.431,28.17,-3.29,-1.69,-0.06,0.47,0.88,-0.53,-0.37,-0.83,18.59,23.1,-8.21,0.38,0.31,0.84,-1.23,1.2,0.03
1900-01-01 17:56:21.431,28.08,-3.13,-1.66,-0.05,0.47,0.88,-0.52,-0.27,-0.83,18.44,23.07,-8.22,0.38,0.31,0.84,-1.23,1.26,-0.09
1900-01-01 17:56:21.512,28.18,-3.13,-1.63,-0.05,0.47,0.87,-0.62,-0.35,-0.79,18.59,22.95,-8.24,0.38,0.31,0.84,-1.21,0.89,0.03
1900-01-01 17:56:21.644,28.22,-3.3,-1.59,-0.06,0.47,0.87,-0.79,-0.15,-0.79,18.44,23.12,-8.24,0.38,0.31,0.84,-1.21,1.2,0.03
1900-01-01 17:56:21.679,28.43,-3.06,-1.55,-0.05,0.47,0.87,-0.71,-0.4,-0.91,18.68,23.09,-8.25,0.38,0.31,0.84,-1.24,2.06,-0.04
1900-01-01 17:56:21.773,28.05,-3.3,-1.53,-0.06,0.47,0.88,-0.65,-0.42,-0.79,18.47,22.98,-8.26,0.38,0.31,0.84,-1.27,1.31,-0.08
1900-01-01 17:56:21.821,28.25,-3.17,-1.5,-0.06,0.47,0.88,-0.4,-0.24,-0.81,18.68,23.05,-8.28,0.38,0.31,0.84,-1.21,1.22,-0.02
1900-01-01 17:56:21.915,28.15,-3.1,-1.46,-0.05,0.47,0.88,-0.48,-0.35,-0.79,18.56,23.08,-8.29,0.38,0.31,0.84,-1.25,1.56,0.07
1900-01-01 17:56:22.037,28.64,-3.27,-1.42,-0.06,0.48,0.87,-0.64,-0.32,-0.89,18.91,22.78,-8.29,0.38,0.32,0.84,-1.25,1.18,-0.02
1900-01-01 17:56:22.037,28.2,-3.06,-1.4,-0.05,0.47,0.87,-0.35,-0.32,-0.85,18.66,23.03,-8.3,0.38,0.31,0.84,-1.15,1.04,-0.16
1900-01-01 17:56:22.181,28.08,-3.21,-1.37,-0.06,0.47,0.88,-0.37,-0.34,-0.73,18.55,23.02,-8.33,0.38,0.31,0.84,-1.05,1.33,-0.11
1900-01-01 17:56:22.303,28.19,-3.26,-1.32,-0.06,0.47,0.88,-0.85,-0.24,-0.82,18.61,22.89,-8.36,0.38,0.31,0.84,-1.33,1.57,0.05
1900-01-01 17:56:22.303,28.53,-3.08,-1.29,-0.05,0.48,0.87,-0.59,-0.25,-0.87,18.81,22.86,-8.36,0.38,0.31,0.84,-1.35,0.92,0.11
1900-01-01 17:56:22.344,28.28,-3.22,-1.26,-0.06,0.47,0.88,-0.51,-0.29,-0.79,18.61,23.06,-8.35,0.38,0.31,0.84,-0.98,2.07,-0.14
1900-01-01 17:56:22.431,28.1,-3.16,-1.23,-0.05,0.47,0.88,-0.76,-0.31,-0.88,18.71,22.84,-8.38,0.38,0.31,0.84,-1.43,1.24,0.03
1900-01-01 17:56:22.501,28.3,-3.22,-1.2,-0.06,0.47,0.87,-0.63,-0.29,-0.85,18.71,23.01,-8.39,0.38,0.31,0.84,-1.38,0.82,0.07
1900-01-01 17:56:22.597,28.25,-3.22,-1.17,-0.06,0.47,0.87,-0.5,-0.29,-0.83,18.75,23.09,-8.38,0.38,0.31,0.83,-1.19,1.5,0.01
1900-01-01 17:56:22.706,28.12,-3.26,-1.14,-0.06,0.47,0.88,-0.6,-0.21,-0.84,18.75,22.87,-8.39,0.38,0.31,0.84,-1.24,1.59,-0.02
1900-01-01 17:56:22.745,28.24,-3.15,-1.11,-0.05,0.47,0.88,-0.66,-0.3,-0.86,18.75,22.95,-8.4,0.38,0.31,0.83,-1.33,1.19,0.02
1900-01-01 17:56:22.966,28.04,-3.24,-1.08,-0.06,0.47,0.88,-0.55,-0.28,-0.79,18.55,23.03,-8.41,0.38,0.31,0.84,-1.3,1.08,0.09
1900-01-01 17:56:22.966,28.51,-3.1,-1.05,-0.05,0.48,0.87,-0.75,0.01,-0.78,18.78,22.89,-8.4,0.38,0.31,0.84,-1.09,1.47,0.01
1900-01-01 17:56:22.966,28.17,-3.4,-1.01,-0.06,0.47,0.88,-0.51,-0.31,-0.9,18.72,22.76,-8.41,0.38,0.31,0.84,-1.32,1.44,-0.02
1900-01-01 17:56:23.212,28.17,-3.25,-0.99,-0.06,0.47,0.88,-0.61,-0.08,-0.79,18.6,22.86,-8.42,0.38,0.31,0.84,-1.43,1.44,0.07
1900-01-01 17:56:23.212,28.16,-3.19,-0.95,-0.06,0.47,0.87,-0.86,0.0,-0.85,18.6,22.92,-8.42,0.38,0.31,0.84,-1.81,1.27,0.27
1900-01-01 17:56:23.212,28.42,-3.29,-0.92,-0.06,0.47,0.87,-0.6,-0.03,-0.76,18.69,22.8,-8.39,0.38,0.31,0.84,-1.11,1.38,-0.05
1900-01-01 17:56:23.262,27.75,-3.17,-0.88,-0.05,0.46,0.87,-0.02,-0.58,-0.66,18.33,22.99,-8.4,0.38,0.3,0.83,-0.5,0.76,0.0
1900-01-01 17:56:23.340,29.15,-2.05,-0.82,-0.04,0.48,0.87,-0.57,0.18,-0.25,19.77,23.45,-8.41,0.38,0.33,0.82,-0.44,-0.21,-0.04
