posx, posy, posz, tag, time (s), userID
-0.5871088,0.2989306,-1.509095,Truck,192.3555,1
-0.987141,0.1782193,-1.305839,Tire,196.0428,1
-1.357144,0.04878181,-0.9312332,Person,200.8575,1
-0.6340309,0.4043852,1.464892,Graffiti,209.2933,1
-1.601379,0.02963991,0.3822286,Ice,214.0063,1
