global time, time (s), rotation_x, rotation_y, falcon_x, falcon_y, falcon_z
 17:37:31.038,0.02,0,0,0,0,0
 17:37:31.044,0.0806764,0,0,0,0,0
 17:37:31.061,0.0892113,0,0,0,0,0
 17:37:31.094,0.1271379,0,0,0,0,0
 17:37:31.189,0.2219154,0,0,0,0,0
 17:37:31.315,0.3480437,0,0,0,0,0
 17:37:31.435,0.467995,0,0,0,0,0
 17:37:31.551,0.5844631,0,0,0,0,0
 17:37:31.673,0.7064172,0,0,0,0,0
 17:37:31.801,0.8324578,0,0,0,0,0
 17:37:31.929,0.9621207,0,0,0,0,0
 17:37:32.063,1.09604,0,0,0,0,0
 17:37:32.191,1.224296,0,0,0,0,0
 17:37:32.320,1.350741,0,0,0,0,0
 17:37:32.443,1.476001,0,0,0,0,0
 17:37:32.577,1.608637,0,0,0,0,0
 17:37:32.700,1.73384,0,0,0,0,0
 17:37:32.837,1.868475,0,0,0,0,0
 17:37:32.977,2.002829,0,0,0,0,0
 17:37:33.109,2.141161,0,0,0,0,0
 17:37:33.237,2.269175,0,0,0,0,0
 17:37:33.375,2.398571,0,0,0,0,0
 17:37:33.740,2.534383,0,0,0,0,0
 17:37:33.853,2.867716,0,0,0,0,0
 17:37:33.878,2.892935,0,0,0,0,0
 17:37:33.910,2.925932,0,0,0,0,0
 17:37:34.028,3.040098,0,0,0,0,0
 17:37:34.157,3.169056,0,0,0,0,0
 17:37:34.279,3.292549,0,0,0,0,0
 17:37:34.405,3.418044,0,0,0,0,0
 17:37:34.531,3.545071,0,0,0,0,0
 17:37:34.663,3.675619,0,0,0,0,0
 17:37:34.795,3.809092,0,0,0,0,0
 17:37:34.922,3.93831,0,0,0,0,0
 17:37:35.054,4.065688,0,0,0,0,0
 17:37:35.174,4.189409,0,0,0,0,0
 17:37:35.329,4.324247,0,0,0,0,0
 17:37:35.447,4.460822,0,0,0,0,0
 17:37:35.573,4.588363,0,0,0,0,0
 17:37:35.712,4.721621,0,0,-0.178975,1.5526,0.490602
 17:37:35.851,4.854845,0,0,-0.165164,1.78054,0.576432
 17:37:35.973,4.98617,0,0,-0.160933,1.7652,0.564793
 17:37:36.105,5.118178,0,0,-0.157162,1.75151,0.554481
 17:37:36.235,5.248658,0,0,-0.157162,1.75151,0.554481
 17:37:36.365,5.379854,0,0,-0.176905,1.74835,0.542891
 17:37:36.498,5.512746,0,0,-0.290055,1.76606,0.509644
 17:37:36.629,5.643483,0,0,-0.639172,1.81607,0.4224
 17:37:36.761,5.774089,0,0,-0.739707,1.81069,0.385548
 17:37:36.892,5.906914,0,0,-0.739707,1.81069,0.385548
 17:37:37.023,6.036438,0,0,-0.737877,1.80376,0.380192
 17:37:37.155,6.166661,0,0,-0.70101,1.66458,0.276176
 17:37:37.283,6.296396,0,0,-0.672588,1.55773,0.20078
 17:37:37.413,6.426828,0,0,-0.675026,1.56688,0.207091
 17:37:37.544,6.557333,0,0,-0.675999,1.57053,0.209619
 17:37:37.679,6.692016,0,0,-0.687616,1.61417,0.240143
 17:37:37.812,6.826468,0,0,-0.6972,1.65023,0.265835
 17:37:37.943,6.957367,0,0,-0.6972,1.65023,0.265835
 17:37:38.072,7.089172,0,0,-0.696246,1.64664,0.263255
 17:37:38.205,7.220006,0,0,-0.693855,1.63764,0.256816
 17:37:38.337,7.350947,0,0,-0.693855,1.63764,0.256816
 17:37:38.466,7.481094,0,0,-0.708074,1.62384,0.241482
 17:37:38.596,7.610774,0,0,-0.734148,1.58696,0.204676
 17:37:38.725,7.740035,0,0,-0.754136,1.56906,0.184911
 17:37:38.855,7.869462,0,0,-0.756532,1.56959,0.18462
 17:37:38.986,8.000396,0,0,-0.758928,1.57012,0.184331
 17:37:39.118,8.131765,0,0,-0.774419,1.51815,0.140245
 17:37:39.249,8.262728,0,0,-0.767242,1.25588,-0.042637
 17:37:39.379,8.393363,0,0,-0.760371,1.23053,-0.0577466
 17:37:39.509,8.52344,0,0,-0.768295,1.25977,-0.0403022
 17:37:39.638,8.652878,0,0,-0.776003,1.29626,-0.0197411
 17:37:39.767,8.782799,0,0,-0.776003,1.29626,-0.0197411
 17:37:39.897,8.911217,0,0,-0.776003,1.29626,-0.0197411
 17:37:40.029,9.043344,0,0,-0.776003,1.29626,-0.0197411
 17:37:40.159,9.174298,0,0,-0.776003,1.29626,-0.0197411
 17:37:40.289,9.305726,0,0,-0.776003,1.29626,-0.0197411
 17:37:40.420,9.43455,0,0,-0.776003,1.29626,-0.0197411
 17:37:40.551,9.565882,0,0,-0.776003,1.29626,-0.0197411
 17:37:40.681,9.696227,0,0,-0.776003,1.29626,-0.0197411
 17:37:40.812,9.827065,0,0,-0.776003,1.29626,-0.0197411
 17:37:40.941,9.956713,0,0,-0.776003,1.29626,-0.0197411
 17:37:41.078,10.09186,0,0,-0.776003,1.29626,-0.0197411
