Time,Roll2,Pitch2,Yaw2,AccX2,AccY2,AccZ2,RotX2,RotY2,RotZ2,Roll1,Pitch1,Yaw1,AccX1,AccY1,AccZ1,RotX1,RotY1,RotZ1
1900-01-01 19:53:28.505,20.01,4.88,0.99,0.09,0.35,0.95,0.22,-0.03,-1.22,25.93,22.08,1.56,0.37,0.43,0.8,0.05,0.66,0.45
1900-01-01 19:53:28.560,21.98,5.87,0.96,0.1,0.38,0.93,-0.87,0.15,-0.78,28.08,21.23,1.62,0.35,0.46,0.78,-1.9,1.65,0.18
1900-01-01 19:53:28.655,20.79,4.78,1.0,0.08,0.36,0.93,-1.07,-0.09,-0.85,26.29,21.25,1.64,0.35,0.43,0.79,-1.8,1.21,0.18
1900-01-01 19:53:28.703,21.24,5.64,1.03,0.1,0.36,0.93,-0.45,-0.42,-1.27,27.62,21.45,1.66,0.35,0.45,0.78,-1.5,1.26,0.14
1900-01-01 19:53:28.795,21.06,5.3,1.0,0.09,0.36,0.93,-1.14,-0.22,-0.85,26.62,21.19,1.67,0.35,0.43,0.79,-1.76,1.26,0.03
1900-01-01 19:53:28.889,20.66,5.14,1.03,0.09,0.36,0.94,-0.56,-0.08,-1.1,26.79,21.18,1.67,0.35,0.43,0.79,-1.63,1.7,0.06
1900-01-01 19:53:28.936,20.79,5.35,1.02,0.09,0.35,0.93,-0.53,0.47,-1.11,26.67,21.16,1.67,0.35,0.43,0.79,-1.25,1.18,0.11
1900-01-01 19:53:29.030,21.51,5.35,1.01,0.09,0.37,0.93,-0.02,-0.65,-1.21,27.1,20.94,1.68,0.34,0.44,0.78,-0.73,0.85,-0.6
1900-01-01 19:53:29.096,20.5,4.95,0.98,0.09,0.35,0.94,-0.36,-0.26,-1.02,26.58,21.57,1.58,0.36,0.44,0.79,-1.25,1.28,0.11
1900-01-01 19:53:29.234,21.71,5.28,0.99,0.09,0.37,0.93,-0.83,-0.24,-1.13,27.43,20.94,1.59,0.35,0.45,0.79,-1.75,1.47,-0.08
1900-01-01 19:53:29.234,20.65,4.96,0.97,0.09,0.35,0.93,-0.47,-0.36,-1.0,26.56,21.26,1.57,0.35,0.43,0.79,-1.43,1.29,-0.05
1900-01-01 19:53:29.310,20.93,5.33,0.98,0.09,0.36,0.93,-0.39,-0.24,-0.92,26.69,21.34,1.55,0.35,0.44,0.79,-1.34,1.25,0.02
1900-01-01 19:53:29.403,20.79,5.1,1.0,0.09,0.36,0.93,-0.64,-0.48,-0.86,26.75,21.35,1.54,0.35,0.43,0.79,-1.31,1.37,0.04
1900-01-01 19:53:29.522,20.93,5.3,1.03,0.09,0.36,0.93,-0.6,-0.53,-1.06,26.8,21.24,1.54,0.35,0.44,0.79,-1.52,1.52,0.08
1900-01-01 19:53:29.542,21.02,5.22,1.02,0.09,0.36,0.93,-0.44,0.24,-1.15,26.76,21.01,1.54,0.35,0.43,0.79,-1.73,1.82,0.18
1900-01-01 19:53:29.647,20.91,5.33,1.01,0.09,0.36,0.93,-0.77,0.35,-1.05,26.69,21.08,1.56,0.35,0.43,0.79,-1.68,1.79,0.28
1900-01-01 19:53:29.685,21.2,5.13,1.01,0.09,0.36,0.93,-0.72,-0.59,-1.27,27.01,20.89,1.6,0.35,0.44,0.79,-1.31,0.78,0.2
1900-01-01 19:53:29.778,20.73,4.73,0.98,0.08,0.35,0.93,-0.71,-0.15,-1.1,25.83,21.12,1.62,0.35,0.42,0.8,-2.04,-0.27,0.21
1900-01-01 19:53:29.923,21.22,5.41,0.97,0.09,0.36,0.93,-2.85,-0.47,-1.47,26.18,21.24,1.64,0.35,0.43,0.8,-2.14,0.4,-0.6
1900-01-01 19:53:29.923,20.85,4.39,0.9,0.08,0.36,0.94,-2.4,0.72,-0.24,26.87,22.55,1.54,0.36,0.43,0.77,-3.12,-0.34,0.21
1900-01-01 19:53:30.043,21.29,5.38,1.02,0.09,0.36,0.92,-2.16,1.11,-0.48,26.63,21.2,1.56,0.35,0.43,0.79,-3.18,0.03,-1.26
1900-01-01 19:53:30.066,19.82,4.43,1.11,0.08,0.34,0.95,-2.39,-0.31,-0.38,25.07,22.24,1.37,0.37,0.41,0.8,-2.07,1.27,-0.04
1900-01-01 19:53:30.154,19.63,4.1,1.21,0.07,0.34,0.96,-1.66,-2.14,-1.0,25.05,21.01,1.35,0.35,0.42,0.82,-0.83,6.3,3.0
1900-01-01 19:53:30.332,22.52,5.75,1.22,0.1,0.38,0.9,-0.1,-0.25,-0.26,27.98,19.76,1.8,0.32,0.44,0.76,2.11,4.77,3.61
1900-01-01 19:53:30.332,18.53,4.59,1.34,0.08,0.32,0.95,-1.83,1.55,-0.81,24.77,21.29,2.34,0.36,0.41,0.82,1.73,2.42,6.44
1900-01-01 19:53:30.375,18.92,4.83,1.37,0.08,0.33,0.95,-1.01,0.08,-1.24,26.38,21.72,3.3,0.36,0.43,0.8,0.59,1.31,0.5
1900-01-01 19:53:30.485,20.11,4.61,1.34,0.08,0.34,0.93,-1.18,0.88,-0.37,26.56,21.62,3.37,0.36,0.43,0.79,-1.18,-0.06,3.93
1900-01-01 19:53:30.580,20.07,6.18,1.45,0.11,0.34,0.93,0.37,0.44,-1.53,26.28,23.5,3.96,0.39,0.43,0.78,1.15,-1.24,1.02
1900-01-01 19:53:30.621,19.47,4.3,1.37,0.08,0.34,0.94,1.51,0.12,-0.76,27.13,22.34,4.1,0.37,0.44,0.78,2.08,-0.02,1.89
1900-01-01 19:53:30.670,18.59,4.17,1.42,0.07,0.32,0.95,-1.56,1.07,-0.23,24.11,24.08,4.38,0.39,0.39,0.78,-0.02,-0.29,1.36
1900-01-01 19:53:30.756,20.59,5.28,1.54,0.1,0.36,0.96,-1.07,-0.92,-1.24,26.47,24.79,4.58,0.42,0.45,0.79,-1.62,-3.63,3.21
1900-01-01 19:53:30.834,19.9,5.79,1.51,0.1,0.34,0.93,2.31,-1.57,-1.96,27.16,25.92,5.06,0.41,0.43,0.73,0.38,1.76,-7.12
1900-01-01 19:53:30.899,20.11,4.51,1.37,0.08,0.34,0.92,0.7,-0.84,-0.74,26.66,21.72,3.97,0.36,0.44,0.79,-3.13,4.05,-10.31
1900-01-01 19:53:31.052,20.77,4.67,1.42,0.08,0.36,0.93,-1.27,-2.27,-1.02,26.76,22.18,2.39,0.35,0.42,0.75,-4.58,4.7,-10.3
1900-01-01 19:53:31.052,21.91,3.81,1.42,0.07,0.38,0.93,1.49,-0.25,-1.78,29.62,18.61,0.81,0.31,0.48,0.79,-0.67,5.68,-7.09
1900-01-01 19:53:31.177,21.19,3.57,1.31,0.06,0.37,0.95,-1.22,0.78,-0.28,26.88,18.11,-0.27,0.31,0.45,0.82,-0.93,-1.58,1.82
1900-01-01 19:53:31.213,22.23,3.52,1.42,0.06,0.38,0.92,-0.69,1.66,0.64,29.22,18.81,0.0,0.31,0.47,0.78,-0.22,-2.91,7.73
1900-01-01 19:53:31.304,19.59,5.31,1.68,0.09,0.34,0.95,-3.7,2.03,1.02,25.76,23.4,1.16,0.38,0.42,0.78,0.45,-1.89,7.21
1900-01-01 19:53:31.471,20.52,5.46,1.99,0.1,0.35,0.94,-2.65,1.47,-0.16,26.81,23.4,2.24,0.38,0.44,0.77,-0.18,-0.01,2.05
1900-01-01 19:53:31.471,20.8,4.77,2.13,0.08,0.36,0.93,-1.05,0.37,-0.28,28.57,22.56,2.55,0.37,0.46,0.76,-1.06,-1.35,0.63
1900-01-01 19:53:31.586,18.92,3.85,2.24,0.07,0.33,0.95,-1.54,-0.1,0.06,25.48,24.1,2.64,0.4,0.42,0.78,-1.73,0.79,0.42
1900-01-01 19:53:31.586,21.08,3.81,2.41,0.07,0.36,0.93,0.6,-0.72,-0.58,28.07,22.15,2.69,0.37,0.46,0.78,-0.66,-0.34,0.3
