posx, posy, posz, tag, time (s), userID
1.151956,0.1584812,1.165887,Graffiti,120.6547,8
-1.598104,0.04617143,0.3941244,Ice,134.337,8
-0.7240096,0.4137321,-1.419881,Truck,146.0246,8
-1.016112,0.2022609,-1.279852,Tire,149.8795,8
-0.6730232,-0.4203984,-1.442816,Reflection,157.8082,8
