Time,Roll2,Pitch2,Yaw2,AccX2,AccY2,AccZ2,RotX2,RotY2,RotZ2,Roll1,Pitch1,Yaw1,AccX1,AccY1,AccZ1,RotX1,RotY1,RotZ1
1900-01-01 18:17:22.568,29.4,13.04,0.16,0.23,0.49,0.84,-0.21,-0.95,-1.44,16.67,18.27,-0.01,0.31,0.28,0.88,-1.89,-0.38,-0.4
1900-01-01 18:17:22.614,29.24,12.47,0.1,0.22,0.49,0.85,0.2,-0.92,-1.25,16.51,18.11,-0.08,0.3,0.28,0.88,-1.39,0.55,-0.17
1900-01-01 18:17:22.679,29.15,13.0,0.07,0.23,0.49,0.85,-0.54,0.31,-0.76,16.57,18.48,-0.11,0.31,0.28,0.88,-1.31,0.96,0.28
1900-01-01 18:17:22.753,29.61,12.95,0.11,0.22,0.49,0.84,-0.24,-0.02,-0.7,16.41,18.62,-0.08,0.31,0.28,0.88,-1.64,0.07,0.23
1900-01-01 18:17:22.848,29.52,12.59,0.16,0.22,0.49,0.84,0.79,-1.85,-1.08,16.83,18.5,-0.05,0.31,0.28,0.88,-1.52,-0.31,-0.37
1900-01-01 18:17:22.942,29.69,12.89,0.16,0.23,0.51,0.86,-1.15,-0.68,-2.66,16.76,18.93,-0.12,0.32,0.28,0.88,-1.65,0.66,-1.0
1900-01-01 18:17:22.989,29.55,11.68,-0.09,0.2,0.5,0.85,-0.63,0.8,-4.94,15.94,18.02,-0.28,0.3,0.27,0.88,-0.58,1.73,-0.89
1900-01-01 18:17:23.084,29.41,11.62,-0.69,0.2,0.49,0.85,-1.24,1.81,-4.55,16.58,18.3,-0.42,0.31,0.28,0.88,0.48,1.71,-0.19
1900-01-01 18:17:23.130,29.54,11.73,-1.23,0.2,0.49,0.84,0.29,0.89,-3.16,17.17,18.51,-0.46,0.31,0.29,0.88,-0.06,1.12,0.05
1900-01-01 18:17:23.223,30.13,11.98,-1.55,0.2,0.5,0.83,-0.2,-1.63,0.41,17.28,19.1,-0.46,0.32,0.29,0.88,-0.76,-0.26,0.47
1900-01-01 18:17:23.318,30.24,12.85,-1.33,0.23,0.51,0.85,0.23,-3.44,1.15,17.0,19.61,-0.4,0.33,0.29,0.88,-2.63,-1.4,-0.12
1900-01-01 18:17:23.365,29.53,11.16,-0.99,0.2,0.5,0.86,-0.69,-0.79,-0.7,16.0,18.62,-0.43,0.31,0.27,0.88,-1.76,0.93,0.03
