posx, posy, posz, tag, time (s), userID
-0.8626361,-0.1614887,1.393276,Reflection,327.8857,20
-0.04472635,0.3963362,1.597602,Graffiti,338.0364,20
-0.04575311,-0.1021375,1.642826,Ice,354.5825,20
1.637115,0.1531442,0.08834138,Conveyer Belt,399.0556,20
1.482395,0.3627801,-0.6183113,Street Light,430.6116,20
