Time,Roll2,Pitch2,Yaw2,AccX2,AccY2,AccZ2,RotX2,RotY2,RotZ2,Roll1,Pitch1,Yaw1,AccX1,AccY1,AccZ1,RotX1,RotY1,RotZ1
1900-01-01 11:54:39.066,15.72,-13.54,-0.62,-0.23,0.27,0.92,-0.7,-0.33,-0.84,39.04,17.0,0.11,0.28,0.61,0.69,-1.35,1.11,0.21
1900-01-01 11:54:39.159,15.75,-13.48,-0.59,-0.23,0.27,0.93,-0.44,-0.29,-0.79,39.3,17.0,0.14,0.28,0.61,0.69,-1.31,1.25,0.08
1900-01-01 11:54:39.206,15.83,-13.61,-0.55,-0.23,0.27,0.93,-0.75,-0.24,-0.95,39.53,16.91,0.14,0.28,0.61,0.69,-1.39,1.25,-0.04
1900-01-01 11:54:39.300,15.39,-13.52,-0.54,-0.23,0.26,0.93,-0.63,-0.37,-0.91,39.24,17.16,0.13,0.28,0.61,0.69,-0.87,0.94,0.02
1900-01-01 11:54:39.394,15.56,-13.41,-0.52,-0.23,0.27,0.93,-0.85,-0.27,-0.79,39.26,17.19,0.12,0.28,0.61,0.69,-1.3,1.49,0.14
1900-01-01 11:54:39.441,15.89,-13.74,-0.48,-0.23,0.27,0.92,-0.38,-0.21,-1.13,39.63,16.62,0.13,0.28,0.62,0.69,-1.5,1.13,0.05
1900-01-01 11:54:39.534,15.47,-13.46,-0.49,-0.23,0.26,0.93,-0.48,-0.37,-1.02,39.35,17.32,0.13,0.29,0.61,0.69,-1.11,1.01,-0.04
1900-01-01 11:54:39.628,15.42,-13.45,-0.49,-0.23,0.26,0.93,-0.87,-0.12,-1.04,39.14,17.09,0.12,0.28,0.61,0.69,-1.34,1.43,-0.09
1900-01-01 11:54:39.675,15.68,-13.68,-0.49,-0.23,0.27,0.93,-0.68,-0.34,-0.83,39.2,17.26,0.1,0.29,0.61,0.69,-1.15,1.02,0.16
1900-01-01 11:54:39.769,15.59,-13.4,-0.46,-0.23,0.27,0.93,-0.5,-0.4,-0.92,38.9,17.18,0.11,0.29,0.61,0.69,-1.01,0.96,0.02
1900-01-01 11:54:39.815,15.75,-13.49,-0.44,-0.23,0.27,0.93,-0.37,-0.37,-0.93,39.16,16.99,0.11,0.28,0.61,0.69,-1.37,1.25,0.02
