posx, posy, posz, tag, time (s), userID
-1.50249,-0.155453,-0.6555595,Reflection,343.666,5
1.250717,0.1812873,1.055578,Graffiti,359.3419,5
0.1105516,0.4112567,-1.590619,Truck,370.0412,5
-1.639067,0.02745514,-0.1553865,Ice,379.0214,5
1.4654,0.4054713,-0.6321653,Street Light,404.3064,5
