posx, posy, posz, tag, time (s), userID
-0.5161811,0.1413749,1.557235,Bridge,507.2853,5
0.5072369,-0.06415971,1.565251,Snow,513.1642,5
-0.9108213,-1.254409,0.5552487,Robot,521.0856,5
-0.7083015,0.8865969,1.193185,Sky,537.6036,5
-0.9032132,0.2269344,1.357985,Skyline,543.7946,5
