posx, posy, posz, tag, time (s), userID
1.272528,0.187997,1.027981,Container,438.3772,5
0.9980645,0.2953811,1.275948,Crane,444.5712,5
1.032372,-0.04155436,-1.282149,Boat,452.9316,5
1.446571,0.7796959,-0.1045538,Sun,473.881,5
1.580596,0.1302507,0.4429098,Skyline,497.2021,5
