,Time,Roll1,Pitch1,Yaw1,AccX1,AccY1,AccZ1,RotX1,RotY1,RotZ1,Roll2,Pitch2,Yaw2,AccX2,AccY2,AccZ2,RotX2,RotY2,RotZ2
0,1900-01-01 12:00:10.323,9.78,11.93,-6.51,0.2,0.16,0.92,-1.61,1.55,-0.23,13.15,9.07,20.24,0.16,0.23,0.97,-1.2,-0.2,-1.22
1,1900-01-01 12:00:10.363,9.53,11.87,-6.56,0.2,0.16,0.92,-1.31,1.27,-0.1,12.88,8.92,20.21,0.16,0.23,0.98,-0.44,-0.27,-0.94
2,1900-01-01 12:00:10.443,9.68,11.8,-6.58,0.2,0.16,0.93,-1.0,1.35,-0.32,13.24,8.99,20.23,0.16,0.23,0.97,-0.6,-0.05,-1.46
3,1900-01-01 12:00:10.523,9.51,11.73,-6.64,0.2,0.16,0.93,-1.38,1.22,-0.21,12.7,8.95,20.16,0.16,0.22,0.98,-1.02,-0.12,-1.12
4,1900-01-01 12:00:10.603,9.57,12.25,-6.68,0.2,0.16,0.93,-1.09,1.11,-0.11,12.97,9.41,20.15,0.17,0.23,0.97,-0.42,-0.59,-0.85
5,1900-01-01 12:00:10.683,9.68,11.94,-6.71,0.2,0.16,0.93,-1.73,1.41,-0.11,12.73,9.22,20.18,0.16,0.22,0.98,-1.2,-0.42,-0.89
6,1900-01-01 12:00:10.758,9.95,12.05,-6.73,0.2,0.17,0.93,-1.54,1.07,0.01,13.05,9.32,20.2,0.16,0.23,0.98,-0.9,-0.65,-0.83
7,1900-01-01 12:00:10.833,10.03,11.96,-6.74,0.2,0.17,0.92,-1.4,1.19,0.14,13.17,9.21,20.23,0.16,0.23,0.97,-0.47,-0.21,-0.76
8,1900-01-01 12:00:10.913,9.46,11.9,-6.73,0.2,0.16,0.93,-1.16,1.38,0.2,12.75,9.35,20.27,0.16,0.22,0.97,-0.57,-0.12,-0.63
9,1900-01-01 12:00:10.993,9.2,11.84,-6.7,0.2,0.15,0.93,-1.45,1.27,0.17,12.53,9.28,20.34,0.16,0.22,0.97,-0.79,-0.54,-0.56
10,1900-01-01 12:00:11.073,9.5,11.9,-6.69,0.2,0.16,0.93,-1.66,1.24,0.05,12.8,9.27,20.41,0.16,0.22,0.97,-0.86,-0.43,-0.7
11,1900-01-01 12:00:11.153,9.61,11.83,-6.69,0.2,0.16,0.93,-0.99,1.34,-0.07,12.6,9.18,20.46,0.16,0.22,0.97,-0.11,-0.24,-0.85
12,1900-01-01 12:00:11.233,9.33,11.72,-6.71,0.19,0.16,0.93,-1.18,1.2,-0.09,12.57,8.83,20.49,0.16,0.22,0.98,-0.89,-0.48,-0.86
13,1900-01-01 12:00:11.273,9.32,12.07,-6.73,0.2,0.16,0.92,-1.92,1.28,-0.23,12.48,9.57,20.52,0.17,0.22,0.96,-1.83,-1.47,-0.7
14,1900-01-01 12:00:11.393,9.93,11.85,-6.77,0.2,0.17,0.93,-1.24,1.38,0.02,13.02,9.05,20.57,0.16,0.23,0.98,-0.78,0.12,-0.83
15,1900-01-01 12:00:11.433,9.48,12.01,-6.78,0.2,0.16,0.93,-1.09,0.75,0.08,12.57,9.33,20.6,0.17,0.22,0.98,-0.39,-0.92,-0.82
16,1900-01-01 12:00:11.513,9.38,12.0,-6.77,0.2,0.16,0.93,-1.56,1.05,0.37,12.65,9.58,20.63,0.17,0.22,0.97,-0.51,-0.55,-0.51
17,1900-01-01 12:00:11.593,9.28,11.94,-6.73,0.2,0.15,0.92,-0.99,1.02,0.1,12.29,9.63,20.71,0.17,0.21,0.97,-0.24,-0.61,-0.92
18,1900-01-01 12:00:11.673,9.19,11.74,-6.72,0.19,0.15,0.92,-1.68,1.17,-0.03,12.33,9.26,20.73,0.16,0.22,0.97,-1.3,-0.8,-0.82
19,1900-01-01 12:00:11.748,9.15,12.03,-6.73,0.2,0.15,0.92,-1.72,1.37,-0.3,12.59,9.56,20.77,0.17,0.22,0.97,-1.31,-0.61,-1.08
20,1900-01-01 12:00:11.823,9.18,12.07,-6.79,0.2,0.15,0.93,-1.56,1.61,-0.39,12.47,9.59,20.76,0.17,0.22,0.97,-0.66,0.01,-1.63
21,1900-01-01 12:00:11.899,9.29,11.86,-6.85,0.2,0.16,0.93,-0.96,1.24,-0.27,12.4,9.17,20.67,0.16,0.22,0.98,-0.02,-0.07,-1.25
22,1900-01-01 12:00:11.983,9.79,11.83,-6.91,0.2,0.16,0.92,-0.24,1.18,-0.36,12.95,9.43,20.64,0.16,0.23,0.96,0.67,-0.18,-1.08
23,1900-01-01 12:00:12.063,9.3,11.95,-6.97,0.2,0.16,0.93,-0.69,1.43,-0.31,12.23,9.53,20.63,0.17,0.21,0.97,0.15,-0.18,-1.11
24,1900-01-01 12:00:12.143,9.11,11.85,-7.02,0.2,0.15,0.93,-0.79,1.4,-0.37,12.19,9.23,20.62,0.16,0.22,0.99,-0.23,-0.09,-1.23
25,1900-01-01 12:00:12.218,9.58,11.77,-7.09,0.2,0.16,0.93,-0.93,1.26,-0.28,12.88,9.29,20.59,0.16,0.23,0.98,-0.82,-0.13,-1.24
26,1900-01-01 12:00:12.299,9.48,11.89,-7.14,0.2,0.16,0.93,-1.1,0.74,-0.15,12.59,9.34,20.56,0.17,0.22,0.98,-0.54,-0.87,-0.89
27,1900-01-01 12:00:12.343,9.5,12.23,-7.17,0.2,0.16,0.92,-1.72,1.11,-0.06,12.8,9.7,20.59,0.17,0.22,0.97,-0.89,-0.71,-0.82
