posx, posy, posz, tag, time (s), userID
-1.612155,-0.2737954,-0.1934411,Reflection,193.7733,4
-0.9937343,0.1389623,-1.305603,Tire,205.1234,4
-0.8906525,0.3488367,-1.340328,Truck,210.6865,4
-1.645628,0.02057794,-0.05370236,Ice,218.5421,4
-1.327174,0.2536491,-0.9411103,Fence,223.56,4
