Time,Roll2,Pitch2,Yaw2,AccX2,AccY2,AccZ2,RotX2,RotY2,RotZ2,Roll1,Pitch1,Yaw1,AccX1,AccY1,AccZ1,RotX1,RotY1,RotZ1
1900-01-01 17:16:54.990,20.37,19.2,22.22,0.33,0.35,0.88,-0.52,-0.27,-1.21,14.43,3.67,-8.72,0.06,0.24,0.92,-0.97,0.92,-0.18
1900-01-01 17:16:55.078,20.36,19.16,22.19,0.33,0.35,0.88,-0.64,0.09,-1.3,13.81,3.42,-8.76,0.06,0.23,0.93,-1.2,0.6,-0.4
1900-01-01 17:16:55.124,20.29,19.27,22.15,0.33,0.35,0.89,-1.11,0.39,-1.73,14.67,3.76,-8.83,0.06,0.24,0.92,-1.75,1.12,-1.27
1900-01-01 17:16:55.221,20.68,18.94,22.05,0.33,0.36,0.89,-1.73,1.18,-0.96,14.37,2.99,-9.03,0.05,0.24,0.93,-1.47,0.61,-1.02
1900-01-01 17:16:55.334,20.45,18.52,22.06,0.33,0.36,0.9,-0.77,-0.34,-0.8,14.67,3.53,-9.19,0.06,0.25,0.93,0.62,0.74,-0.39
1900-01-01 17:16:55.360,20.94,18.99,22.1,0.33,0.36,0.89,-0.59,-0.05,-0.96,14.85,3.31,-9.26,0.06,0.25,0.93,-1.5,0.3,0.04
1900-01-01 17:16:55.453,20.55,18.64,22.11,0.32,0.36,0.89,0.02,-0.82,-0.64,14.2,3.65,-9.26,0.06,0.23,0.92,-2.08,1.8,-0.43
1900-01-01 17:16:55.501,20.62,18.84,22.17,0.33,0.36,0.89,-0.49,-0.38,-0.86,14.01,3.99,-9.34,0.07,0.23,0.92,-1.33,1.55,-1.24
1900-01-01 17:16:55.604,20.85,18.54,22.2,0.32,0.36,0.88,0.13,-0.56,-1.09,14.12,3.13,-9.53,0.05,0.23,0.93,-0.12,1.18,0.39
1900-01-01 17:16:55.688,20.7,19.2,22.19,0.33,0.36,0.88,-0.2,-0.15,-0.8,14.79,3.56,-9.48,0.06,0.24,0.91,-0.63,2.15,0.41
1900-01-01 17:16:55.735,20.42,18.78,22.23,0.33,0.35,0.89,-1.14,0.35,-1.19,13.6,3.58,-9.43,0.06,0.23,0.94,-0.26,1.21,-0.49
1900-01-01 17:16:55.830,20.7,18.7,22.2,0.33,0.36,0.89,-0.21,-0.73,-1.01,14.59,3.6,-9.51,0.06,0.24,0.92,-1.46,1.32,-0.28
1900-01-01 17:16:55.955,20.7,18.85,22.21,0.33,0.36,0.89,-0.85,-0.43,-0.82,14.3,3.91,-9.56,0.06,0.24,0.92,-2.49,0.95,-0.04
1900-01-01 17:16:55.984,20.91,18.81,22.24,0.33,0.36,0.88,-0.58,-0.27,-1.31,14.8,3.59,-9.58,0.06,0.24,0.91,-1.75,1.38,-0.36
