global time, time (s), rotation_x, rotation_y, falcon_x, falcon_y, falcon_z
 17:12:36.541,0.02,0,0,0,0,0
 17:12:36.546,0.1068971,0,0,-0.30813,0.0545269,2.91882
 17:12:36.568,0.1111312,0,0,-0.30813,0.0545269,2.91882
 17:12:36.594,0.1521889,0,0,-0.30813,0.0545269,2.91882
 17:12:36.702,0.2593137,0,0,-0.30571,0.0525998,2.90364
 17:12:36.859,0.4051478,0,0,-0.210065,-0.223517,0.40731
 17:12:36.990,0.5465994,0,0,-0.340987,-0.853417,-1.2407
 17:12:37.135,0.6914069,0,0,-0.249885,-0.783573,-1.59201
 17:12:37.274,0.8296764,0,0,-0.139423,-0.487199,-0.592264
 17:12:37.409,0.9655585,0,0,-0.0624389,0.199197,0.94104
 17:12:37.541,1.09773,0,0,-0.0604682,0.527858,1.73871
 17:12:37.673,1.230262,0,0,-0.028683,0.403968,1.1435
 17:12:37.808,1.363807,0,0,-0.0398356,0.223218,0.26675
 17:12:37.937,1.495633,0,0,0.0231824,0.0372933,-0.156579
 17:12:38.069,1.628171,0,0,0.0719113,0.0691239,-0.0592008
 17:12:38.204,1.762899,0,0,0.0900305,0.0873354,0.233701
 17:12:38.338,1.896173,0,0,0.0963008,0.172498,0.414737
 17:12:38.478,2.034261,0,0,0.0856355,0.133186,0.38458
 17:12:38.614,2.171297,0,0,0.0832851,0.130007,0.0522151
 17:12:38.751,2.308912,0,0,0.0610448,0.152512,-0.364655
 17:12:38.894,2.449798,0,0,0.0497144,0.155599,-0.376143
 17:12:39.037,2.593419,0,0,0.0398373,0.172046,0.0326231
 17:12:39.170,2.729677,0,0,0.0237741,0.195458,0.611694
 17:12:39.311,2.864604,0,0,0.0327062,0.190727,0.758535
 17:12:39.445,3.002557,0,0,0.0485526,0.135967,0.115695
 17:12:39.581,3.139041,0,0,0.0731929,0.00616225,-0.574141
 17:12:39.712,3.268426,0,0,0.0769827,-0.0227897,-0.686251
 17:12:39.845,3.402109,0,0,0.0950273,-0.0110501,-0.0542815
 17:12:40.010,3.536516,0,0,0.113529,-0.0171338,1.42008
 17:12:40.117,3.673369,0,0,0.118936,-0.0607786,1.85397
 17:12:40.249,3.805309,0,0,0.056619,-0.0954159,0.373145
 17:12:40.386,3.944073,0,0,0.113819,-0.380125,-1.51241
 17:12:40.514,4.070998,0,0,0.0381899,-0.445974,-1.67265
 17:12:40.654,4.206139,0,0,0.0968249,-0.500089,-0.433973
 17:12:40.776,4.332641,0,0,0.102028,-0.173125,2.89005
 17:12:40.904,4.463712,0,0,0.0350614,-0.170993,3.03978
 17:12:41.038,4.596234,0,0,-0.194701,-0.628994,-0.561558
 17:12:41.168,4.726495,0,0,-0.184409,-0.372632,-1.7242
 17:12:41.303,4.86079,0,0,-0.211039,-0.310148,-1.65081
 17:12:41.436,4.993476,0,0,-0.0717557,-0.228205,-0.301863
 17:12:41.572,5.12943,0,0,-0.294294,0.323778,1.02142
 17:12:41.702,5.260533,0,0,-0.289365,0.489527,1.45528
 17:12:41.835,5.394393,0,0,-0.238135,0.184875,0.626488
 17:12:41.975,5.532135,0,0,-0.129459,-0.303619,-0.779901
 17:12:42.120,5.676561,0,0,-0.06873,-0.528473,-1.52923
 17:12:42.261,5.817491,0,0,-0.0356678,-0.530802,-1.13434
 17:12:42.403,5.960163,0,0,-0.11858,-0.11858,0.227349
 17:12:42.535,6.094665,0,0,-0.242832,0.367473,1.17386
 17:12:42.667,6.223395,0,0,-0.350172,0.425658,1.01661
 17:12:42.801,6.35771,0,0,-0.407174,0.113159,-0.156904
 17:12:42.936,6.494149,0,0,-0.385975,-0.216473,-1.12511
 17:12:43.073,6.630872,0,0,-0.337912,-0.316924,-1.28765
 17:12:43.214,6.771056,0,0,-0.327009,-0.206939,-0.324688
