posx, posy, posz, tag, time (s), userID
1.008332,-0.5121374,1.196827,Reflection,409.0334,28
1.553444,0.1927237,-0.5109761,Graffiti,427.8638,28
-0.6598003,0.3006474,-1.478408,Truck,449.3273,28
-1.578438,-0.01545228,0.4687164,Ice,471.3267,28
-1.515767,0.1102808,-0.6337997,Billboard,488.1016,28
