Time,Roll2,Pitch2,Yaw2,AccX2,AccY2,AccZ2,RotX2,RotY2,RotZ2,Roll1,Pitch1,Yaw1,AccX1,AccY1,AccZ1,RotX1,RotY1,RotZ1
1900-01-01 17:46:51.430,28.34,14.51,-1.15,0.25,0.48,0.85,-0.35,-0.28,-0.81,39.82,17.3,-0.73,0.29,0.62,0.69,-1.31,1.15,0.04
1900-01-01 17:46:51.470,28.27,14.46,-1.12,0.25,0.48,0.85,-0.36,-0.28,-0.69,39.93,17.4,-0.73,0.29,0.62,0.68,-1.24,1.21,0.12
1900-01-01 17:46:51.564,28.24,14.72,-1.06,0.26,0.48,0.86,-0.44,-0.53,-0.86,40.14,17.53,-0.72,0.29,0.63,0.68,-1.34,1.36,-0.03
1900-01-01 17:46:51.611,28.13,14.5,-1.04,0.25,0.48,0.85,-0.33,-0.44,-0.78,39.89,17.47,-0.74,0.29,0.62,0.68,-1.08,1.31,0.01
1900-01-01 17:46:51.707,27.94,14.65,-1.0,0.26,0.47,0.85,-0.74,-0.4,-0.99,39.7,17.66,-0.74,0.29,0.62,0.69,-1.24,1.19,-0.05
1900-01-01 17:46:51.801,28.07,14.52,-0.99,0.25,0.47,0.85,-0.74,-0.16,-0.75,39.71,17.44,-0.76,0.29,0.62,0.68,-1.33,1.34,0.08
1900-01-01 17:46:51.847,28.23,14.61,-0.95,0.25,0.48,0.85,-0.44,-0.26,-0.82,39.65,17.5,-0.76,0.29,0.62,0.69,-1.31,1.24,0.03
1900-01-01 17:46:51.940,28.42,14.56,-0.91,0.25,0.48,0.85,-0.41,-0.25,-0.79,39.88,17.56,-0.76,0.29,0.62,0.68,-1.24,1.27,0.08
1900-01-01 17:46:52.034,28.15,14.42,-0.88,0.25,0.48,0.85,-0.58,-0.27,-0.9,39.85,17.25,-0.76,0.29,0.62,0.69,-1.33,1.31,0.02
1900-01-01 17:46:52.082,28.22,14.72,-0.85,0.26,0.48,0.85,-0.65,-0.24,-0.88,39.79,17.62,-0.76,0.29,0.62,0.69,-1.4,1.32,-0.02
1900-01-01 17:46:52.176,28.0,14.72,-0.83,0.26,0.47,0.86,-0.5,-0.4,-0.86,39.49,17.67,-0.77,0.29,0.62,0.69,-1.33,1.21,0.03
1900-01-01 17:46:52.222,28.36,14.5,-0.8,0.25,0.48,0.85,-0.73,-0.45,-0.92,40.17,17.26,-0.78,0.29,0.62,0.68,-1.47,1.31,-0.01
1900-01-01 17:46:52.330,28.4,14.05,-0.79,0.24,0.48,0.85,-0.08,-0.13,-0.64,40.01,17.12,-0.79,0.29,0.63,0.69,-1.23,1.16,0.29
1900-01-01 17:46:52.417,28.52,14.7,-0.72,0.26,0.48,0.85,-0.23,-0.63,-0.95,40.26,17.39,-0.75,0.29,0.63,0.68,-1.19,1.24,-0.17
