global time, time (s), rotation_x, rotation_y, falcon_x, falcon_y, falcon_z
 17:43:17.956,0.02,0,0,0,0,0
 17:43:17.960,0.0964216,0,0,0,0,0
 17:43:17.965,0.1002961,0,0,0,0,0
 17:43:18.005,0.1379267,0,0,0,0,0
 17:43:18.092,0.2249829,0,0,0,0,0
 17:43:18.224,0.3512766,0,0,0,0,0
 17:43:18.346,0.4781053,0,0,0,0,0
 17:43:18.473,0.6058854,0,0,0,0,0
 17:43:18.592,0.7249112,0,0,0,0,0
 17:43:18.716,0.8503486,0,0,0,0,0
 17:43:18.837,0.9701157,0,0,0,0,0
 17:43:18.960,1.093623,0,0,0,0,0
 17:43:19.083,1.216039,0,0,0,0,0
 17:43:19.209,1.340852,0,0,0,0,0
 17:43:19.333,1.464494,0,0,0,0,0
 17:43:19.455,1.587602,0,0,0,0,0
 17:43:19.580,1.712323,0,0,0,0,0
 17:43:19.705,1.836139,0,0,0,0,0
 17:43:19.826,1.959406,0,0,0,0,0
 17:43:19.950,2.0829,0,0,0,0,0
 17:43:20.075,2.208836,0,0,0,0,0
 17:43:20.201,2.335051,0,0,0,0,0
 17:43:20.323,2.456911,0,0,0,0,0
 17:43:20.450,2.581992,0,0,0,0,0
 17:43:20.571,2.705235,0,0,0,0,0
 17:43:20.697,2.830149,0,0,0,0,0
 17:43:20.817,2.951835,0,0,0,0,0
 17:43:20.946,3.078581,0,0,0,0,0
 17:43:21.070,3.203103,0,0,0,0,0
 17:43:21.193,3.325822,0,0,0,0,0
 17:43:21.316,3.450203,0,0,0,0,0
 17:43:21.442,3.57452,0,0,0,0,0
 17:43:21.568,3.699797,0,0,0,0,0
 17:43:21.690,3.823801,0,0,0,0,0
 17:43:21.813,3.946146,0,0,0,0,0
 17:43:21.936,4.069803,0,0,0,0,0
 17:43:22.062,4.19482,0,0,0,0,0
 17:43:22.186,4.318945,0,0,0,0,0
 17:43:22.334,4.454265,0,0,0,0,0
 17:43:22.451,4.583125,0,0,0,0,0
 17:43:22.586,4.711276,0,0,0,0,0
 17:43:22.710,4.842073,0,0,-0.104695,-0.943674,-0.487449
 17:43:22.849,4.972527,0,0,-0.962385,-0.266579,-0.553795
 17:43:22.973,5.101121,0,0,-2.87319,1.05363,-0.0446959
 17:43:23.102,5.236501,0,0,-2.8974,2.14995,0.406232
 17:43:23.234,5.367453,0,0,-1.26785,3.88551,0.984229
 17:43:23.366,5.495541,0,0,0.0108141,4.30079,1.09081
 17:43:23.494,5.626382,0,0,-0.110638,3.76577,0.819492
 17:43:23.625,5.75719,0,0,-0.629385,3.37854,0.86342
 17:43:23.757,5.889461,0,0,-1.25794,3.0638,1.77005
 17:43:23.885,6.017637,0,0,-1.32144,2.30773,1.82356
 17:43:24.013,6.144663,0,0,-1.29456,2.32804,1.82055
 17:43:24.138,6.270614,0,0,-1.25323,2.34976,1.81344
 17:43:24.267,6.401444,0,0,-1.24501,2.35836,1.81099
 17:43:24.398,6.531083,0,0,-1.24373,2.36511,1.80925
 17:43:24.526,6.659936,0,0,-1.27115,2.37008,1.80381
 17:43:24.655,6.788364,0,0,-1.29395,2.37326,1.80047
 17:43:24.784,6.917428,0,0,-1.26665,2.37737,1.7984
 17:43:24.913,7.047016,0,0,-1.28287,2.36782,1.78077
 17:43:25.045,7.178513,0,0,-1.28476,2.36715,1.77929
 17:43:25.177,7.309893,0,0,-1.20555,2.36179,1.77978
 17:43:25.307,7.440932,0,0,-1.17837,2.3819,1.77409
 17:43:25.441,7.57362,0,0,-1.07491,2.38712,1.77143
 17:43:25.570,7.703513,0,0,-0.922681,2.47605,1.75122
 17:43:25.702,7.834364,0,0,-0.801257,2.54285,1.73969
 17:43:25.831,7.963027,0,0,-0.747573,2.59701,1.73204
 17:43:25.962,8.094403,0,0,-0.553992,2.77498,1.70929
 17:43:26.093,8.225505,0,0,-0.246574,3.05762,1.69625
 17:43:26.230,8.358459,0,0,0.185873,3.43294,1.72733
 17:43:26.356,8.489532,0,0,0.263823,3.51048,1.73798
 17:43:26.485,8.61968,0,0,0.103717,3.54788,1.70024
 17:43:26.617,8.750203,0,0,-0.171974,3.56105,1.61901
 17:43:26.745,8.877899,0,0,-0.497971,3.48521,1.58472
 17:43:26.877,9.009655,0,0,-0.586944,3.46751,1.52165
 17:43:27.005,9.138171,0,0,-0.578025,3.44497,1.48458
 17:43:27.138,9.271389,0,0,-0.584888,3.44622,1.48397
 17:43:27.276,9.408813,0,0,-0.630819,3.45448,1.48008
 17:43:27.412,9.544786,0,0,-0.693305,3.46541,1.47537
 17:43:27.546,9.678535,0,0,-0.793961,3.48227,1.4692
 17:43:27.681,9.812692,0,0,-0.919952,3.50208,1.4639
 17:43:27.816,9.947152,0,0,-0.994633,3.51315,1.46203
 17:43:27.952,10.08566,0,0,-1.03346,3.51871,1.46143
 17:43:28.086,10.21868,0,0,-1.04564,3.52043,1.4613
 17:43:28.217,10.35216,0,0,-1.06027,3.52247,1.46116
 17:43:28.361,10.48705,0,0,-1.06271,3.52281,1.46115
 17:43:28.481,10.6135,0,0,-1.06081,3.52432,1.46105
 17:43:28.815,10.74367,0,0,-1.06081,3.52432,1.46105
 17:43:28.911,11.0424,0,0,-1.05891,3.52583,1.46095
 17:43:28.939,11.07151,0,0,-1.05891,3.52583,1.46095
 17:43:29.010,11.14364,0,0,-1.05891,3.52583,1.46095
 17:43:29.142,11.27353,0,0,-1.05319,3.53036,1.46066
 17:43:29.272,11.40499,0,0,-1.05319,3.53036,1.46066
 17:43:29.400,11.53538,0,0,-1.05564,3.5307,1.46064
 17:43:29.532,11.66051,0,0,-1.05564,3.5307,1.46064
 17:43:29.660,11.7927,0,0,-1.05564,3.5307,1.46064
 17:43:29.792,11.92568,0,0,-1.05307,3.52089,1.44503
 17:43:29.924,12.05571,0,0,-1.05192,3.5165,1.43809
 17:43:30.050,12.18348,0,0,-1.05192,3.5165,1.43809
 17:43:30.183,12.31417,0,0,-1.05192,3.5165,1.43809
 17:43:30.313,12.44523,0,0,-1.01588,3.48658,1.39508
 17:43:30.441,12.5746,0,0,-0.855724,3.1936,0.964183
 17:43:30.570,12.70258,0,0,-0.734527,2.79399,0.579944
 17:43:30.697,12.82984,0,0,-0.870296,2.82462,1.27516
 17:43:30.825,12.95898,0,0,-0.98612,2.25981,1.78411
 17:43:30.953,13.08649,0,0,-0.840777,2.10024,1.76427
 17:43:31.082,13.2149,0,0,-0.823809,2.06082,1.72502
 17:43:31.207,13.34037,0,0,-0.812776,2.07235,1.72188
 17:43:31.338,13.47126,0,0,-0.81172,2.09868,1.7156
 17:43:31.466,13.60057,0,0,-0.843136,2.11074,1.71077
 17:43:31.594,13.72773,0,0,-0.905915,2.12737,1.70393
 17:43:31.725,13.85906,0,0,-0.912571,2.13636,1.70109
 17:43:31.856,13.98929,0,0,-0.922383,2.16067,1.69371
 17:43:31.981,14.11399,0,0,-0.973794,2.45311,1.57079
 17:43:32.116,14.24409,0,0,-0.897255,2.7094,1.26743
 17:43:32.240,14.37257,0,0,-0.87915,2.84231,0.515306
 17:43:32.368,14.50216,0,0,-0.842039,2.50803,-0.191712
 17:43:32.495,14.62803,0,0,-0.946789,2.3955,-0.5547
 17:43:32.624,14.7566,0,0,-0.964375,2.39434,-0.799677
 17:43:32.754,14.88697,0,0,-0.781876,2.5343,-0.948761
 17:43:32.883,15.01469,0,0,-0.691377,2.58961,-0.952811
 17:43:33.010,15.14308,0,0,-0.61288,2.65696,-0.895987
 17:43:33.135,15.26899,0,0,-0.394941,2.96313,-0.471255
 17:43:33.270,15.39794,0,0,-0.514378,3.28605,0.638758
 17:43:33.396,15.52744,0,0,-0.725435,3.08268,1.70569
 17:43:33.520,15.65415,0,0,-0.823465,2.65519,1.64368
 17:43:33.651,15.78354,0,0,-0.846502,2.65111,1.6227
 17:43:33.778,15.91128,0,0,-0.850825,2.62872,1.59032
 17:43:33.910,16.04286,0,0,-0.850825,2.62872,1.59032
 17:43:34.044,16.17592,0,0,-0.850825,2.62872,1.59032
 17:43:34.172,16.30558,0,0,-0.850825,2.62872,1.59032
 17:43:34.301,16.43448,0,0,-0.850825,2.62872,1.59032
 17:43:34.427,16.56054,0,0,-0.850825,2.62872,1.59032
 17:43:34.557,16.69018,0,0,-0.850825,2.62872,1.59032
 17:43:34.688,16.82019,0,0,-0.850825,2.62872,1.59032
 17:43:34.813,16.94552,0,0,-0.850825,2.62872,1.59032
 17:43:34.939,17.07229,0,0,-0.850825,2.62872,1.59032
 17:43:35.067,17.19958,0,0,-0.850825,2.62872,1.59032
 17:43:35.195,17.32765,0,0,-0.850825,2.62872,1.59032
 17:43:35.324,17.45682,0,0,-0.829907,2.62205,1.55185
 17:43:35.449,17.58238,0,0,-0.478196,2.75038,1.09198
 17:43:35.582,17.71437,0,0,-0.0101358,2.99062,0.731703
 17:43:35.707,17.84077,0,0,-0.00838663,3.00763,0.731291
 17:43:35.834,17.9675,0,0,-0.484316,3.08143,0.470548
 17:43:35.967,18.10076,0,0,-0.368103,2.72645,-0.858024
 17:43:36.092,18.22523,0,0,-0.222519,0.830452,-1.82528
 17:43:36.220,18.35384,0,0,-0.207496,0.774384,-1.83649
 17:43:36.351,18.48498,0,0,-0.207496,0.774384,-1.83649
 17:43:36.481,18.61382,0,0,-0.208562,0.778364,-1.83571
 17:43:36.606,18.73958,0,0,-0.208562,0.778364,-1.83571
 17:43:36.736,18.86948,0,0,-0.208562,0.778364,-1.83571
 17:43:36.863,18.99557,0,0,-0.208562,0.778364,-1.83571
 17:43:36.989,19.12295,0,0,-0.208562,0.778364,-1.83571
 17:43:37.124,19.25631,0,0,-0.208562,0.778364,-1.83571
 17:43:37.257,19.38914,0,0,-0.208562,0.778364,-1.83571
 17:43:37.387,19.52014,0,0,-0.208562,0.778364,-1.83571
 17:43:37.517,19.65038,0,0,-0.250899,0.936367,-1.80253
 17:43:37.650,19.78346,0,0,-0.888109,2.14335,-1.24914
 17:43:37.785,19.91917,0,0,-1.62474,0.857788,2.33984
 17:43:37.917,20.04884,0,0,-0.938129,0.293203,2.89218
 17:43:38.047,20.18032,0,0,-0.466493,0.193859,0.758308
 17:43:38.183,20.30994,0,0,0.299412,-0.217564,-1.77406
 17:43:38.309,20.44246,0,0,0.0856836,-0.128491,-1.7172
 17:43:38.442,20.57509,0,0,0.101807,-0.264868,-0.229922
 17:43:38.568,20.70224,0,0,-0.103473,-0.0589722,2.84629
 17:43:38.699,20.83072,0,0,-0.0753326,-0.0753326,3.0249
 17:43:38.825,20.95737,0,0,-0.0740054,-0.49856,-0.477236
 17:43:38.951,21.08546,0,0,-0.0496867,-0.23276,-1.77017
 17:43:39.081,21.21338,0,0,-0.1021,-0.176752,-1.65126
 17:43:39.206,21.33904,0,0,-0.119859,-0.342931,0.511967
 17:43:39.339,21.47163,0,0,0.104145,0.0967912,3.03937
 17:43:39.466,21.5986,0,0,-0.0585361,-0.0916263,2.72235
 17:43:39.593,21.72517,0,0,-0.206961,-0.525885,-1.15665
 17:43:39.718,21.85131,0,0,-0.0895554,-0.161492,-1.73816
