posx, posy, posz, tag, time (s), userID
1.236339,0.1809202,1.072455,Graffiti,224.3715,5
1.452736,-0.004802339,0.775218,Ice,229.5715,5
0.4871047,-0.4463713,-1.508279,Reflection,242.819,5
0.5908861,0.2579356,-1.515173,Tire,247.6646,5
1.366765,0.195585,-0.897288,Fence,286.0026,5
