Time,Roll,Pitch,Yaw
01:25:10.935 PM,8.88175066901177,-3.07398877695537,5.81975722386756
01:25:10.967 PM,8.45160100620061,-3.12014504712972,5.82759003939958
01:25:11.057 PM,8.56235137675066,-3.13113294114819,5.81958563504721
01:25:11.150 PM,8.75270828060429,-3.20837392685045,5.8733952028169
01:25:11.197 PM,8.66242270615376,-3.14974159844814,5.86446252468827
01:25:11.289 PM,8.83332169669378,-3.20857428505368,5.87626890355219
01:25:11.382 PM,8.74320673175858,-2.97842911109427,5.87731051752028
01:25:11.430 PM,8.47383394490306,-3.23596058933314,5.88455788670199
01:25:11.524 PM,8.35382752220025,-3.0857567448139,5.88587438064691
01:25:11.578 PM,8.73530619321657,-3.05184033558783,5.92823616473413
01:25:11.666 PM,8.67639586494904,-3.29154966794493,5.92265999281744
01:25:11.759 PM,8.58779702375815,-3.40669506349565,5.9573787489354
01:25:11.805 PM,8.74819214076178,-3.45682701837399,5.97893140487579
01:25:11.899 PM,8.72934179844023,-3.46387830868274,5.99902238904149
01:25:11.992 PM,8.63883363818096,-3.25081251740992,6.03068603974989
01:25:12.039 PM,8.76217105090284,-3.66711939222086,6.07077332221444
01:25:12.131 PM,7.12496511127928,-2.22419524362887,5.88669175393155
01:25:12.225 PM,8.05302233562773,-3.56249229153725,5.95680339320568
01:25:12.271 PM,7.98597455342532,-3.335312622258,6.13176502507846
01:25:12.366 PM,9.0457813168703,-3.03392015189043,6.0935654858485
01:25:12.427 PM,9.17636414013854,-3.36301240070281,6.10901906073972
01:25:12.507 PM,8.10563849766232,-3.14870463934746,6.05990818264527
01:25:12.600 PM,8.70752852783156,-3.27849539203372,6.06284777265636
01:25:12.646 PM,8.80739299630772,-3.2054766755714,6.0949277546077
01:25:12.753 PM,8.72871947546615,-3.15321610482894,6.03556205365409
01:25:12.795 PM,8.45705989422065,-2.85304985593717,6.05803937304553
01:25:12.892 PM,8.71768584541058,-2.89479010103401,6.03809000055451
01:25:12.978 PM,8.6991363582077,-3.17106111131614,6.07863702820754
01:25:13.101 PM,8.7696014675625,-2.99995073679543,6.09486932160334
01:25:13.154 PM,8.73050565569684,-3.23931851288271,6.10480500123854
01:25:13.198 PM,8.5908847273867,-3.2575388314922,6.14028316127055
01:25:13.514 PM,8.72009429179046,-3.16997127590326,6.1394939959085
01:25:13.514 PM,8.71046253066267,-3.26922062296395,6.16098724153332
01:25:13.514 PM,8.65116770813484,-3.20717303789361,6.16977536349168
01:25:13.514 PM,8.782352892228,-3.41506573212972,6.21832510486336
01:25:13.594 PM,8.83225143978975,-3.27459843243449,6.21563239880732
01:25:13.665 PM,8.87165881114527,-3.15405627224832,6.22391760844231
01:25:13.736 PM,8.65153010422617,-3.2060754542924,6.20079928557156
01:25:13.821 PM,8.60216819668082,-3.13367106031866,6.22471666584924
01:25:13.898 PM,8.51221908297305,-3.18335414478104,6.23149759299244
01:25:14.008 PM,8.64394085475351,-3.37007230794495,6.25525254498203
01:25:14.088 PM,8.98516437948648,-3.2981957550124,6.26579348152671
01:25:14.139 PM,8.89688656839368,-3.32334609016551,6.25134395011006
01:25:14.192 PM,8.45504726070896,-2.79087664974015,6.20755286258661
01:25:14.292 PM,8.50667794140887,-2.96030546486967,6.18534282500505
01:25:14.354 PM,8.51658568926972,-2.79686234192478,6.22292190080604
01:25:14.511 PM,8.64015923727919,-3.37438766090178,6.31304224877763
01:25:14.511 PM,8.58894983814787,-3.22611923671103,6.3335604903939
01:25:14.554 PM,8.81957035671216,-3.27673366576121,6.33887509845947
01:25:14.643 PM,8.64091130246424,-3.59763332626398,6.4149358242187
01:25:14.721 PM,8.51789298076495,-3.28094507361494,6.45621595282184
01:25:14.806 PM,9.25191775825404,-3.65347219870281,6.56004905889624
01:25:14.872 PM,8.61642575184135,-3.04079675094485,6.46843376267417
01:25:15.037 PM,8.03513828108215,-3.8176964855983,6.60785270435031
01:25:15.037 PM,8.3182989193086,-4.29377552863892,6.94243227795858
01:25:15.109 PM,8.28000449671061,-4.25942798955489,7.02461127533212
01:25:15.177 PM,8.49127529472788,-4.43970433956562,7.0189286859052
01:25:15.242 PM,8.53433810151297,-4.44224592470752,7.07001665310722
01:25:15.360 PM,8.71435027716835,-4.49364650333008,7.01830885391506
01:25:15.400 PM,7.83916316631621,-4.25207109350273,6.97073149728186
01:25:15.482 PM,7.83783358552877,-3.90222897073677,6.91999523818425
01:25:15.569 PM,6.99725386018317,-3.46911814487041,6.72616368305605
01:25:15.640 PM,8.59564533088077,-4.00967256432024,6.55394374777887
01:25:15.760 PM,9.10845332480454,-3.9482068441131,6.1412217538918
01:25:15.811 PM,9.4097512237099,-4.09833163091749,5.83421973348142
01:25:15.874 PM,8.90222401390508,-2.99902322360905,5.32800441685082
01:25:16.000 PM,8.81910682597157,-3.89420889539554,5.19230305267383
01:25:16.043 PM,10.5666505896399,-3.4009408677116,5.2771561695919
01:25:16.097 PM,11.6305275627563,-2.56706939690176,4.77078073236407
01:25:16.195 PM,11.3977096069569,-1.05242320900383,4.12328332813602
01:25:16.232 PM,11.4609720904317,-1.18518330400673,3.60522216364222
01:25:16.323 PM,10.5934652782076,0.068080730835679,2.97643209977591
01:25:16.417 PM,11.5452643882644,-0.0501184247732622,2.97674097505143
01:25:16.463 PM,13.2680972292591,0.627779771269317,2.74445310893122
01:25:16.606 PM,11.6054110617835,1.09410556069732,2.22575417998037
01:25:16.656 PM,11.5461337178832,1.32974889443763,2.07738590825279
01:25:16.737 PM,13.4796932721507,1.05033686398576,2.08306041762574
