Time,Pitch, falcon_x, falcon_y, falcon_z,Roll1,Pitch1,Yaw1,AccX1,AccY1,AccZ1,RotX1,RotY1,RotZ1
1900-01-01 16:48:28.800,13.897000534992952,-0.2963112,-0.0438771,0.13716140000000002,45.510000000000005,32.425,30.770000000000003,0.55,0.735,0.46499999999999997,-0.8899999999999999,0.79,-0.655
1900-01-01 16:48:29.100,13.415022939645926,-0.2561018181818182,-0.003231338181818182,0.10637445454545456,45.44,33.177499999999995,30.439999999999998,0.55,0.7175,0.445,0.08750000000000005,-2.025,-1.6425
1900-01-01 16:48:29.400,13.607950928957175,-0.1809423181818182,0.01147438818181818,0.10367282727272728,45.7325,33.075,30.3125,0.55,0.72,0.44,-0.8724999999999999,-0.9675,-1.28
1900-01-01 16:48:29.700,12.42966352883825,0.072846506,-0.022770437999999997,0.1326708,45.7175,33.0175,30.1075,0.5475000000000001,0.72,0.44,-1.7025000000000001,-1.2525,-1.465
1900-01-01 16:48:30.000,10.46513428337403,0.3695696363636364,-0.22917381818181817,0.14914763636363637,45.8275,32.955,29.4225,0.55,0.725,0.44,-1.375,-0.47000000000000003,-2.355
1900-01-01 16:48:30.300,10.646150955047625,0.6235076363636364,-0.24797463636363634,0.16214936363636365,45.9775,32.8375,29.3425,0.5425,0.7175,0.435,0.1375,-0.7250000000000001,-0.2275
1900-01-01 16:48:30.600,10.066406072067906,0.6670189090909091,-0.2203777272727273,0.16607081818181818,45.99,32.99333333333333,29.656666666666666,0.55,0.7233333333333333,0.43333333333333335,0.003333333333333355,0.17333333333333334,-0.9433333333333334
1900-01-01 16:48:30.900,9.852354308257791,0.6633465454545454,-0.22014845454545454,0.16421154545454544,46.098,32.97,29.704,0.542,0.722,0.43,-0.018000000000000016,-0.19,-0.776
1900-01-01 16:48:31.200,9.955635080550714,0.6366181818181817,-0.21371590909090907,0.1594240909090909,45.94333333333333,33.126666666666665,29.953333333333333,0.5533333333333333,0.7266666666666666,0.4366666666666667,0.0366666666666667,-0.35000000000000003,-0.2833333333333333
1900-01-01 16:48:31.500,10.50876601166735,0.554603090909091,0.0017454754545454545,0.1743769090909091,45.4775,33.675,30.3125,0.5525,0.7075,0.4275,-2.015,-0.4475,-0.2575
1900-01-01 16:48:31.800,11.043160686408925,0.5848425454545455,0.07056432727272727,0.14549936363636362,45.485,33.4875,30.5225,0.555,0.715,0.435,-1.315,-0.7275,-1.6224999999999998
1900-01-01 16:48:32.100,11.15718592618185,0.6837150909090909,0.09707053636363637,0.12385463636363636,45.4125,33.555,30.29,0.555,0.7175,0.4375,-1.3050000000000002,-0.485,-0.8025
1900-01-01 16:48:32.400,11.27348826425345,0.767198909090909,0.11670275454545455,0.08399270909090908,45.730000000000004,33.0925,30.35,0.5475000000000001,0.7175,0.435,0.034999999999999976,0.10999999999999999,-1.9325
1900-01-01 16:48:32.700,9.991796171314913,0.7694675833333333,0.10266215666666667,0.080856925,45.7475,33.765,30.2425,0.5625,0.725,0.4275,0.62,-0.9125,0.7625000000000001
1900-01-01 16:48:33.000,10.285991641291513,0.719379,0.33593127272727275,0.16491545454545456,45.307500000000005,34.307500000000005,31.315,0.5675,0.715,0.4225,-0.6375000000000001,0.24,-0.057499999999999996
1900-01-01 16:48:33.300,11.1001635471143,0.7033061818181818,0.4200600909090909,0.19301163636363636,45.245,34.1275,31.6875,0.565,0.7175,0.43,-0.955,-0.09500000000000001,-0.79
1900-01-01 16:48:33.600,9.997712370645097,0.6893259090909091,0.4187843636363636,0.1974159090909091,45.105,34.55,31.95,0.5725,0.7124999999999999,0.425,-0.345,0.0325,-0.02999999999999999
1900-01-01 16:48:33.900,9.604701894699668,0.48911754545454544,0.45067681818181815,0.17747381818181818,44.0325,35.615,32.695,0.5874999999999999,0.7,0.425,0.4675,1.555,0.6825
1900-01-01 16:48:34.200,11.665701945662224,0.20574383636363638,0.6909385454545455,0.25691772727272727,44.480000000000004,34.48,33.735,0.5675,0.7024999999999999,0.435,0.635,2.1525,0.18250000000000002
1900-01-01 16:48:34.500,12.0500601245298,0.014125937272727273,0.8630314545454546,0.27584627272727275,43.675,34.88,34.394999999999996,0.575,0.6925,0.445,-0.79,1.2525,-0.16
1900-01-01 16:48:34.800,14.201290550132855,-0.039026200000000004,1.0119202727272727,0.2544044545454546,43.60333333333333,33.596666666666664,34.446666666666665,0.5733333333333333,0.71,0.48333333333333334,-2.17,-1.6466666666666667,-1.41
1900-01-01 16:48:35.100,12.7950236165197,-0.052748409090909096,1.0500472727272727,0.24190390909090909,43.0,34.774,34.321999999999996,0.5700000000000001,0.682,0.45599999999999996,-1.544,0.37599999999999983,-1.532
1900-01-01 16:48:35.400,13.011925438487934,-0.022085457090909092,0.9859410909090909,0.19607818181818182,43.93666666666667,34.04333333333333,33.99333333333333,0.5533333333333333,0.6866666666666666,0.45,0.5866666666666666,-0.6866666666666666,-2.74
1900-01-01 16:48:35.700,12.9664319477624,0.0600236875,0.6444458333333333,0.091508325,43.735,34.465,32.945,0.58,0.7075,0.4575,-2.07,-3.8725,-2.8475
1900-01-01 16:48:36.000,10.972124477446876,0.143216,0.36314854545454545,0.14884563636363637,43.926,34.742000000000004,32.466,0.572,0.696,0.442,-1.454,-1.226,-0.764
1900-01-01 16:48:36.300,11.215012296447767,0.2270108181818182,0.30545754545454545,0.16212972727272726,43.98333333333333,34.473333333333336,32.53666666666667,0.57,0.6999999999999998,0.45,-0.09333333333333334,-0.42333333333333334,-0.73
1900-01-01 16:48:36.600,10.321033075790933,0.27081958333333334,0.26991325,0.16603991666666665,44.1025,34.8275,32.6525,0.575,0.7,0.44,-0.052500000000000005,-0.33,-0.89
1900-01-01 16:48:36.900,10.234340050013643,0.27508327272727273,0.25627099999999997,0.16288654545454545,44.1875,34.6675,32.7225,0.57,0.7,0.44,-0.2875,-0.085,-1.0075
1900-01-01 16:48:37.200,9.97609845136231,0.2735421818181818,0.24444963636363637,0.16122718181818183,44.3725,34.57,32.6725,0.57,0.7024999999999999,0.4375,-0.5325,0.24,-1.075
1900-01-01 16:48:37.500,9.4995316709395,0.2679780909090909,0.23300581818181818,0.16201554545454544,44.47,34.4725,32.74,0.57,0.7024999999999999,0.4375,-0.0475,-0.2675,-0.8075
1900-01-01 16:48:37.800,9.47554814327465,0.25258833333333336,0.21760516666666666,0.16776175000000002,44.4,34.515,32.9,0.57,0.7,0.4375,-0.185,-0.235,-0.7324999999999999
1900-01-01 16:48:38.100,9.168689202089583,0.2448301818181818,0.2098417272727273,0.17068709090909093,44.4925,34.6875,33.0825,0.57,0.705,0.4325,-0.48750000000000004,-0.2925,-0.785
1900-01-01 16:48:38.400,8.316161660463372,0.24396836363636362,0.20260090909090908,0.169489,44.61,34.8,33.2675,0.575,0.7075,0.43,-0.195,-0.17250000000000001,-0.725
1900-01-01 16:48:38.700,8.034329889830476,0.24126081818181816,0.19693763636363634,0.16794354545454546,44.7675,34.575,33.402499999999996,0.57,0.71,0.4325,-0.07250000000000001,-0.020000000000000004,-0.935
1900-01-01 16:48:39.000,7.47042431881724,0.2509969166666667,0.15957758333333333,0.15473016666666667,45.1,34.49333333333333,33.36666666666667,0.5666666666666667,0.7133333333333333,0.42333333333333334,0.36000000000000004,-0.6,-1.4633333333333336
1900-01-01 16:48:39.300,5.63489012145602,0.28204563636363633,0.04717680272727273,0.11690754545454546,46.128,34.538,33.128,0.568,0.722,0.4,0.826,-0.26000000000000006,-1.7579999999999998
1900-01-01 16:48:39.600,0.4874573658905397,0.30338099999999996,-0.04908493636363636,0.08925605454545454,47.79,35.23,32.75666666666667,0.59,0.7533333333333333,0.35000000000000003,7.813333333333333,-8.923333333333334,-0.05999999999999999
1900-01-01 16:48:39.900,-0.7960168509464909,0.3161956363636364,-0.08883391818181817,0.10056106363636363,46.702,35.384,33.166,0.582,0.732,0.368,-7.814,0.752,-0.5519999999999999
1900-01-01 16:48:40.200,-2.4182205850307548,0.3884655454545454,-0.2226582727272727,0.09761366363636363,44.68666666666667,35.99,33.63333333333333,0.6,0.7133333333333333,0.4066666666666667,-2.53,0.26666666666666666,-0.31666666666666665
1900-01-01 16:48:40.500,-3.3150437802898725,0.4632925454545455,-0.3167467272727273,0.13053545454545454,44.55,35.4075,33.55,0.58,0.7,0.415,-1.2825,-0.07500000000000001,-2.5949999999999998
1900-01-01 16:48:40.800,-5.546337474550352,0.4932463636363636,-0.3500653636363636,0.12602227272727273,45.44,35.7325,32.947500000000005,0.5825,0.7124999999999999,0.39,2.5775,-2.73,-0.18999999999999997
1900-01-01 16:48:41.100,-4.216705713516685,0.510090909090909,-0.2540937272727273,0.17184836363636363,45.715,36.065,33.5175,0.5974999999999999,0.725,0.3825,-0.38749999999999996,-0.4875,0.42
1900-01-01 16:48:41.400,-4.203918880326545,0.5459438333333333,-0.08299295,0.26550708333333334,45.355000000000004,36.6125,34.38,0.6,0.715,0.37,-0.6025,-0.15500000000000003,-0.765
1900-01-01 16:48:41.700,-3.6655639565528073,0.4845229090909091,-0.08084794545454545,0.23149063636363634,44.845,36.8375,34.667500000000004,0.605,0.7124999999999999,0.3825,0.11000000000000001,0.1925,0.020000000000000007
1900-01-01 16:48:42.000,-2.3890428504375802,0.48353772727272726,0.0054129018181818195,0.14392591818181819,45.2325,37.0225,34.965,0.6074999999999999,0.715,0.3675,-0.9575,-0.3225,-1.9975
1900-01-01 16:48:42.300,-0.9363553685451133,0.6643860833333334,-0.012297849750000001,0.09097630833333333,45.74,36.019999999999996,34.417500000000004,0.59,0.7224999999999999,0.3775,-0.4675,-0.4175,-1.5375
1900-01-01 16:48:42.600,-2.30812981581779,0.7773740909090908,-0.13600153636363635,0.05070435454545454,45.583333333333336,36.330000000000005,34.13333333333333,0.5966666666666667,0.7200000000000001,0.37333333333333335,0.12,-0.27999999999999997,-1.1533333333333333
1900-01-01 16:48:42.900,-2.3628151347759427,0.7669001818181819,-0.17952154545454546,0.02920511818181818,46.0525,36.1725,34.0725,0.5925,0.725,0.3675,-0.0675,-0.3775,-1.3925
1900-01-01 16:48:43.200,-0.7501369736251225,0.5598533636363636,-0.03838074727272727,0.05512948181818182,46.0,36.11,34.176,0.594,0.724,0.368,0.132,0.08,-0.384
1900-01-01 16:48:43.500,0.48942476966921156,0.4275245833333334,0.05131451666666667,0.04345035833333333,46.21333333333333,36.26,34.553333333333335,0.5933333333333333,0.7266666666666666,0.3633333333333333,0.62,-0.33,-0.61
1900-01-01 16:48:43.800,0.34575240691884657,0.3968748181818182,0.08023996363636364,0.04515432727272727,46.3,36.442499999999995,34.567499999999995,0.6,0.7275,0.355,-0.55,-0.16749999999999998,-1.1125
1900-01-01 16:48:44.100,1.761254637959583,0.3415666363636363,0.1191892909090909,0.06102942727272727,46.1075,36.08,34.5125,0.5925,0.7275,0.37,-1.8825,0.35250000000000004,-1.3125
1900-01-01 16:48:44.400,1.5894975727949132,0.3797759,0.05519521000000001,0.10801583,45.0125,36.08,34.415,0.5925,0.71,0.3925,-2.94,-0.265,-0.9675
1900-01-01 16:48:44.700,1.110289023486155,0.47426016666666665,0.021119149166666667,0.14328708333333331,45.1275,35.8125,34.405,0.59,0.71,0.395,-0.4875,-0.2425,-1.05
1900-01-01 16:48:45.000,0.9111830777718093,0.4882148181818182,-0.004178447272727273,0.13787463636363637,45.32,35.6925,34.4225,0.59,0.7175,0.3975,-0.13749999999999998,-0.07,-0.95
1900-01-01 16:48:45.300,0.5455895779074723,0.4889244,-0.00688757,0.1370337,45.4375,35.7425,34.495,0.5874999999999999,0.715,0.39,-0.10500000000000001,-0.25,-0.9950000000000001
1900-01-01 16:48:45.600,0.5771242662963968,0.4787010909090909,-0.020179663636363636,0.12541509090909092,45.54,35.7225,34.425,0.5874999999999999,0.7175,0.39,-0.024999999999999994,-0.4625,-1.2825
1900-01-01 16:48:45.900,1.18237392730351,0.47058672727272727,-0.025440218181818183,0.11860309090909092,45.8275,35.445,34.36,0.585,0.725,0.39,-0.845,-0.46249999999999997,-0.81
1900-01-01 16:48:46.200,0.3517306471319023,0.4730624545454546,-0.0398838,0.11491018181818181,45.46,36.0125,34.6,0.59,0.715,0.3825,-0.8099999999999999,-0.2425,-0.825
