,Time,Roll1,Pitch1,Yaw1,AccX1,AccY1,AccZ1,RotX1,RotY1,RotZ1,Roll2,Pitch2,Yaw2,AccX2,AccY2,AccZ2,RotX2,RotY2,RotZ2
0,1900-01-01 20:07:09.422,-8.98,18.2,0.16,0.02,-0.01,-0.06,0.0,0.0,0.0,34.48,13.77,-0.01,0.91,2.16,3.01,19.78,-12.63,17.94
1,1900-01-01 20:07:09.516,20.16,0.59,0.32,0.01,0.35,0.94,-1.51,-0.44,0.21,34.12,14.05,2.72,0.23,0.54,0.76,-2.08,0.89,0.61
2,1900-01-01 20:07:09.602,20.33,0.14,0.51,0.0,0.35,0.94,-0.73,1.13,-0.49,34.1,13.99,2.81,0.23,0.54,0.76,-1.94,1.99,0.37
3,1900-01-01 20:07:09.656,20.63,-0.21,0.59,0.0,0.35,0.93,-0.6,1.73,-0.53,33.52,13.83,2.85,0.23,0.53,0.77,-2.69,2.02,0.28
4,1900-01-01 20:07:09.750,21.09,-0.49,0.67,-0.01,0.36,0.93,-1.1,-1.43,-0.86,34.01,13.73,2.89,0.23,0.54,0.76,-1.3,0.71,-0.75
5,1900-01-01 20:07:09.797,20.31,0.15,0.7,0.0,0.35,0.94,-2.32,-2.83,-1.4,33.45,13.98,2.77,0.23,0.53,0.77,-1.75,0.12,-0.97
6,1900-01-01 20:07:09.962,19.7,0.5,0.64,0.01,0.34,0.94,-1.58,-3.17,-1.39,33.66,13.76,2.61,0.23,0.54,0.77,-1.65,0.78,-0.78
7,1900-01-01 20:07:09.980,19.39,0.82,0.59,0.01,0.34,0.95,-1.92,-0.69,-1.47,33.09,14.18,2.48,0.24,0.53,0.77,-2.85,1.34,0.18
8,1900-01-01 20:07:10.031,19.58,0.77,0.53,0.01,0.34,0.94,-0.82,1.85,-1.95,33.52,13.92,2.5,0.23,0.53,0.77,-2.73,1.75,0.09
9,1900-01-01 20:07:10.132,19.75,0.29,0.39,0.01,0.34,0.94,-0.52,1.49,-1.97,33.04,14.07,2.51,0.24,0.53,0.78,-2.14,1.34,-0.34
10,1900-01-01 20:07:10.172,19.59,-0.11,0.25,0.0,0.33,0.94,-0.46,0.14,-2.06,33.24,13.95,2.45,0.23,0.53,0.77,-1.67,0.76,-0.98
11,1900-01-01 20:07:10.266,19.95,-0.53,0.1,-0.01,0.34,0.94,-0.76,-0.41,-2.56,33.28,13.42,2.29,0.22,0.53,0.78,-1.56,0.57,-0.49
12,1900-01-01 20:07:10.360,19.2,-0.08,-0.14,0.0,0.33,0.95,-1.6,0.01,-2.64,32.6,13.97,2.21,0.23,0.52,0.78,-2.37,0.89,0.05
13,1900-01-01 20:07:10.414,19.05,-0.14,-0.38,0.0,0.33,0.94,-1.58,0.63,-2.05,32.71,14.14,2.2,0.24,0.52,0.78,-2.41,1.04,-0.12
