posx, posy, posz, tag, time (s), userID
-0.6222972,0.3732461,-1.478123,Truck,120.2228,6
1.219813,0.2251336,1.082952,Graffiti,134.2771,6
1.182183,0.03285281,1.145771,Ice,138.3452,6
-1.341911,0.03163636,-0.9537774,Person,155.4265,6
-0.7412891,-0.4198908,-1.409116,Reflection,160.6684,6
