,Time,Roll1,Pitch1,Yaw1,AccX1,AccY1,AccZ1,RotX1,RotY1,RotZ1,Roll2,Pitch2,Yaw2,AccX2,AccY2,AccZ2,RotX2,RotY2,RotZ2
21,1900-01-01 12:03:55.254,28.63,3.81,2.18,0.07,0.48,0.88,1.37,0.24,-2.0,39.16,18.13,-0.31,0.3,0.62,0.7,-0.05,0.87,1.6
22,1900-01-01 12:03:55.352,29.28,3.67,2.03,0.06,0.49,0.87,1.3,-0.53,-1.1,38.18,17.78,-0.08,0.29,0.6,0.7,0.33,0.4,-0.18
23,1900-01-01 12:03:55.397,29.95,2.99,2.03,0.05,0.5,0.86,-0.33,-0.53,-0.92,38.74,17.36,-0.11,0.29,0.61,0.7,-0.14,-1.14,-0.82
24,1900-01-01 12:03:55.494,29.2,3.4,2.04,0.06,0.49,0.88,1.49,-0.97,-1.16,39.05,18.48,-0.25,0.31,0.61,0.69,-0.91,0.18,-0.26
25,1900-01-01 12:03:55.593,29.49,3.63,2.03,0.06,0.49,0.86,-0.21,-0.15,-0.82,38.41,18.32,-0.29,0.3,0.6,0.7,-2.08,-0.82,-1.99
26,1900-01-01 12:03:55.635,30.01,3.37,2.06,0.06,0.5,0.86,-0.4,-0.17,-0.8,38.95,17.7,-0.61,0.29,0.61,0.69,-1.79,1.13,-0.17
27,1900-01-01 12:03:55.740,29.44,3.49,2.09,0.06,0.49,0.87,-0.49,-0.37,-0.63,38.84,18.39,-0.64,0.31,0.61,0.7,-2.21,1.79,-0.02
28,1900-01-01 12:03:55.776,29.48,3.17,2.16,0.06,0.49,0.87,2.14,-0.08,-1.34,39.06,17.61,-0.65,0.29,0.61,0.69,0.64,1.62,1.27
29,1900-01-01 12:03:55.869,30.75,3.81,2.11,0.07,0.51,0.86,-1.35,0.69,-0.3,38.03,18.04,-0.47,0.3,0.6,0.71,-2.42,1.77,0.66
30,1900-01-01 12:03:55.966,30.34,3.0,2.23,0.05,0.5,0.85,-0.76,-0.56,-0.64,39.13,17.88,-0.38,0.3,0.61,0.69,-3.63,-2.33,-4.04
31,1900-01-01 12:03:56.011,29.47,3.3,2.29,0.06,0.49,0.86,0.32,-1.64,-0.96,38.77,18.21,-1.0,0.3,0.61,0.69,-1.44,-0.47,-1.14
32,1900-01-01 12:03:56.104,30.18,3.59,2.3,0.06,0.51,0.87,-0.28,-0.37,-0.79,38.85,18.28,-1.18,0.31,0.61,0.69,-2.31,1.16,-0.36
33,1900-01-01 12:03:56.198,30.22,3.37,2.34,0.06,0.5,0.86,-1.67,-0.26,-1.02,38.82,17.77,-1.25,0.3,0.61,0.7,-2.56,1.23,-1.21
34,1900-01-01 12:03:56.245,29.46,3.45,2.34,0.06,0.49,0.87,-3.13,-0.76,-0.6,38.0,18.42,-1.44,0.31,0.6,0.71,-3.78,1.47,0.16
35,1900-01-01 12:03:56.340,30.47,4.25,2.41,0.07,0.51,0.86,-1.24,-0.85,0.07,37.38,17.29,-1.43,0.28,0.58,0.7,-3.02,1.33,-0.13
36,1900-01-01 12:03:56.388,29.6,3.21,2.58,0.06,0.49,0.87,2.29,-0.04,-1.21,37.72,18.02,-1.45,0.3,0.6,0.71,1.48,0.59,0.42
37,1900-01-01 12:03:56.582,30.26,4.12,2.55,0.07,0.5,0.86,-0.37,-0.26,-1.21,38.85,17.77,-1.4,0.3,0.61,0.7,-1.27,1.43,0.06
38,1900-01-01 12:03:56.582,29.69,3.39,2.53,0.06,0.49,0.86,-0.72,-0.55,-0.77,38.01,18.05,-1.4,0.3,0.6,0.7,-0.71,1.32,0.2
39,1900-01-01 12:03:56.644,30.28,3.45,2.57,0.06,0.5,0.86,-0.8,-0.74,-0.95,38.38,17.8,-1.38,0.3,0.6,0.7,-0.89,1.19,0.03
40,1900-01-01 12:03:56.700,29.92,3.87,2.58,0.07,0.5,0.87,-0.63,-0.61,-0.79,38.23,18.2,-1.38,0.3,0.6,0.7,-0.86,1.06,-0.08
41,1900-01-01 12:03:56.849,30.06,3.58,2.62,0.06,0.5,0.86,-0.15,-0.32,-0.84,38.0,17.94,-1.4,0.3,0.6,0.7,-1.03,1.22,-0.02
42,1900-01-01 12:03:56.849,30.17,3.9,2.65,0.07,0.5,0.86,-0.27,-0.31,-0.89,38.32,18.21,-1.41,0.3,0.6,0.7,-1.22,1.3,0.05
43,1900-01-01 12:03:56.982,30.32,3.42,2.67,0.06,0.5,0.86,-0.56,-0.24,-1.0,38.44,18.06,-1.41,0.3,0.6,0.7,-1.12,1.09,0.08
44,1900-01-01 12:03:57.030,30.23,3.99,2.68,0.07,0.5,0.86,-0.89,-0.47,-1.06,38.65,18.21,-1.41,0.3,0.61,0.7,-1.42,1.23,-0.08
45,1900-01-01 12:03:57.077,29.79,3.68,2.68,0.06,0.5,0.87,-0.91,-0.34,-0.9,38.2,18.28,-1.43,0.3,0.6,0.7,-1.59,1.18,0.25
46,1900-01-01 12:03:57.255,29.85,3.83,2.7,0.07,0.5,0.87,-0.91,-0.11,-0.92,38.73,18.73,-1.4,0.31,0.61,0.69,-1.85,2.15,1.06
47,1900-01-01 12:03:57.255,30.04,3.78,2.72,0.07,0.5,0.86,-1.54,-0.05,-0.69,38.26,17.53,-1.25,0.29,0.6,0.71,-2.74,4.22,1.04
48,1900-01-01 12:03:57.312,30.02,3.35,2.77,0.06,0.5,0.86,-1.64,0.04,-0.44,37.33,17.87,-1.1,0.3,0.59,0.71,-2.79,1.37,-0.04
49,1900-01-01 12:03:57.404,29.89,3.68,2.86,0.06,0.5,0.86,-1.07,-0.5,-0.73,37.65,17.4,-1.11,0.29,0.59,0.71,-2.73,1.87,-0.93
50,1900-01-01 12:03:57.539,29.81,3.95,2.91,0.07,0.51,0.89,-5.15,-2.14,-0.84,38.36,17.75,-1.26,0.31,0.63,0.73,-9.89,4.71,0.01
51,1900-01-01 12:03:57.539,27.9,3.99,2.94,0.07,0.45,0.85,3.8,-0.6,-0.66,35.6,16.6,-1.27,0.27,0.54,0.71,0.82,0.05,-0.22
52,1900-01-01 12:03:57.616,28.8,0.86,3.0,0.02,0.49,0.89,1.52,-0.73,-1.24,36.97,12.79,-1.31,0.23,0.63,0.8,7.76,-1.05,6.27
53,1900-01-01 12:03:57.683,32.97,-1.63,2.97,-0.03,0.6,0.92,-9.18,-5.21,10.89,36.73,14.07,-0.37,0.28,0.68,0.86,-6.28,-22.62,27.65
54,1900-01-01 12:03:57.749,21.78,4.92,4.79,0.09,0.38,0.94,-2.98,-14.03,10.22,26.57,23.75,3.86,0.42,0.46,0.82,11.98,-27.35,24.27
55,1900-01-01 12:03:57.827,23.25,9.83,6.52,0.18,0.41,0.93,-15.95,-21.89,2.86,27.73,36.78,7.57,0.58,0.45,0.63,-10.76,-50.25,26.1
56,1900-01-01 12:03:57.955,23.12,16.15,7.12,0.27,0.38,0.84,-8.43,-20.38,-7.03,34.9,45.15,11.56,0.61,0.5,0.36,-6.03,-44.98,6.24
57,1900-01-01 12:03:57.986,22.46,17.18,6.2,0.3,0.39,0.89,-11.82,-12.57,-7.29,18.29,61.15,12.51,0.85,0.3,0.36,-24.79,-30.73,-8.09
58,1900-01-01 12:03:58.061,24.99,16.68,5.23,0.28,0.42,0.85,7.55,-8.95,-11.98,36.85,44.93,11.25,0.7,0.6,0.37,-5.37,3.12,-22.65
59,1900-01-01 12:03:58.234,22.65,16.19,3.55,0.28,0.38,0.88,4.37,-3.65,-5.53,32.89,40.21,7.78,0.65,0.55,0.54,4.21,23.47,-21.53
60,1900-01-01 12:03:58.234,24.05,15.76,2.87,0.27,0.4,0.86,5.56,-4.1,-4.16,36.91,32.97,4.48,0.56,0.62,0.61,10.14,12.15,-13.5
61,1900-01-01 12:03:58.368,27.68,14.94,2.39,0.26,0.47,0.85,1.09,-3.71,-0.5,41.87,34.89,2.41,0.56,0.65,0.47,3.69,-0.4,7.88
62,1900-01-01 12:03:58.368,22.64,13.93,2.47,0.24,0.38,0.89,8.45,0.48,-1.72,35.36,36.81,3.6,0.59,0.57,0.55,21.41,4.33,7.2
63,1900-01-01 12:03:58.480,27.81,15.97,2.37,0.27,0.46,0.82,3.62,-2.09,-2.07,36.27,40.29,4.68,0.59,0.54,0.44,12.21,0.31,-1.66
64,1900-01-01 12:03:58.526,27.8,16.32,2.21,0.28,0.46,0.84,-4.05,1.09,-1.29,39.43,38.61,4.42,0.61,0.63,0.45,3.82,1.01,-1.3
65,1900-01-01 12:03:58.644,28.83,14.53,2.18,0.26,0.51,0.88,-0.89,-1.47,-0.53,40.24,37.86,4.21,0.66,0.69,0.49,-2.61,5.37,2.73
66,1900-01-01 12:03:58.676,31.23,17.93,2.25,0.3,0.51,0.79,3.05,-1.46,0.28,47.96,30.19,4.62,0.5,0.74,0.44,-9.27,-5.82,-4.71
67,1900-01-01 12:03:58.759,22.88,14.3,2.46,0.24,0.37,0.85,-21.81,0.45,6.29,41.68,34.75,3.9,0.57,0.67,0.49,-44.15,-3.36,23.72
68,1900-01-01 12:03:58.854,24.61,18.62,3.58,0.31,0.41,0.83,-11.5,9.14,10.89,33.41,41.95,7.51,0.61,0.51,0.46,-11.59,-5.43,38.17
69,1900-01-01 12:03:58.900,22.75,16.14,5.4,0.29,0.4,0.9,-17.12,17.15,15.21,19.01,58.04,13.35,0.84,0.32,0.41,-13.3,4.11,53.72
70,1900-01-01 12:03:59.065,15.23,17.66,7.89,0.32,0.28,0.97,5.4,14.98,7.83,2.56,71.45,21.58,0.85,0.04,0.28,53.69,109.31,3.87
71,1900-01-01 12:03:59.065,23.51,11.91,9.24,0.2,0.38,0.86,8.51,18.69,-6.43,25.72,23.63,22.16,0.39,0.42,0.78,-9.6,70.98,-25.86
72,1900-01-01 12:03:59.189,17.63,8.66,8.42,0.15,0.3,0.93,6.26,13.19,-12.06,19.89,14.44,18.19,0.27,0.37,0.99,-2.06,44.11,-28.69
73,1900-01-01 12:03:59.215,24.93,4.39,6.73,0.08,0.45,0.97,-1.89,4.48,-6.66,26.73,12.27,13.79,0.23,0.48,0.93,-6.91,9.75,-15.18
74,1900-01-01 12:03:59.327,25.29,4.31,5.87,0.08,0.44,0.93,8.0,1.92,-4.93,29.85,8.63,11.47,0.16,0.54,0.93,5.27,3.65,-7.18
75,1900-01-01 12:03:59.354,21.93,6.81,5.29,0.12,0.39,0.95,4.74,-0.02,-2.15,29.43,16.98,10.38,0.28,0.47,0.78,10.81,0.02,-7.76
76,1900-01-01 12:03:59.446,22.96,5.98,5.12,0.11,0.39,0.93,-4.46,-2.98,0.49,27.73,14.65,9.19,0.25,0.45,0.82,-1.33,-0.03,-2.52
77,1900-01-01 12:03:59.540,23.95,5.91,5.35,0.1,0.39,0.87,2.84,0.37,0.72,29.48,14.74,8.79,0.23,0.44,0.75,3.98,-0.47,-1.46
78,1900-01-01 12:03:59.587,23.95,4.63,5.62,0.08,0.4,0.9,-3.27,2.43,-2.57,28.27,14.59,8.57,0.25,0.46,0.82,0.53,-1.24,0.29
79,1900-01-01 12:03:59.733,24.8,6.34,5.39,0.11,0.44,0.94,0.23,-1.3,-0.74,29.41,15.04,8.6,0.26,0.49,0.82,-1.21,1.08,-0.92
80,1900-01-01 12:03:59.733,24.16,5.64,5.43,0.1,0.4,0.88,0.02,0.24,-0.96,29.19,16.31,8.45,0.26,0.45,0.76,-2.16,0.07,1.28
81,1900-01-01 12:03:59.821,24.97,5.54,5.44,0.1,0.44,0.94,-1.92,0.05,-2.07,30.4,15.99,8.64,0.28,0.52,0.83,-2.38,2.56,-0.66
82,1900-01-01 12:03:59.915,23.72,6.71,5.29,0.11,0.39,0.88,2.02,-0.85,-0.97,30.31,15.72,8.53,0.25,0.47,0.76,0.01,0.11,0.53
83,1900-01-01 12:03:59.963,24.34,5.41,5.3,0.09,0.41,0.91,-2.92,1.6,-1.98,28.66,15.61,8.6,0.26,0.47,0.82,-2.63,0.89,1.96
84,1900-01-01 12:04:00.056,24.93,6.23,5.16,0.12,0.45,0.96,-1.73,-1.68,-0.68,29.5,16.67,8.89,0.3,0.51,0.85,-1.73,2.48,-0.15
85,1900-01-01 12:04:00.150,24.54,6.28,5.22,0.11,0.4,0.88,2.65,-1.28,-0.13,30.86,15.14,8.86,0.24,0.48,0.76,1.11,0.24,-0.26
86,1900-01-01 12:04:00.196,24.36,5.12,5.35,0.09,0.4,0.89,-1.44,1.4,-1.99,29.18,14.41,8.81,0.24,0.47,0.81,-0.05,1.33,-0.22
87,1900-01-01 12:04:00.291,24.5,5.97,5.21,0.11,0.43,0.94,-1.53,-1.42,-0.39,29.18,15.7,8.77,0.27,0.49,0.83,-1.08,1.4,-0.76
88,1900-01-01 12:04:00.415,24.85,6.09,5.31,0.1,0.41,0.87,-0.18,-1.92,-0.28,29.12,15.73,8.64,0.25,0.45,0.77,-1.52,-0.56,0.96
89,1900-01-01 12:04:00.415,24.37,5.9,5.43,0.1,0.41,0.91,-0.6,0.82,-2.53,30.25,15.17,8.78,0.26,0.5,0.82,0.33,1.74,-0.37
90,1900-01-01 12:04:00.555,25.06,6.72,5.2,0.12,0.43,0.92,0.88,-1.06,-0.43,29.65,15.61,8.72,0.26,0.48,0.8,-0.07,0.68,-0.49
91,1900-01-01 12:04:00.579,24.63,5.94,5.29,0.1,0.41,0.89,-2.18,1.12,-1.29,29.72,16.83,8.63,0.27,0.46,0.77,-1.93,1.07,0.93
92,1900-01-01 12:04:00.690,25.2,5.98,5.26,0.11,0.44,0.94,-1.66,-0.12,-1.14,30.52,16.82,8.77,0.29,0.52,0.83,-2.06,1.33,-0.37
93,1900-01-01 12:04:00.758,24.6,6.69,5.24,0.11,0.41,0.88,2.67,-2.07,0.31,29.87,15.89,8.7,0.26,0.46,0.77,0.78,-0.63,-0.17
94,1900-01-01 12:04:00.805,23.95,5.14,5.45,0.09,0.4,0.89,-1.54,1.32,-1.76,29.25,15.5,8.67,0.25,0.46,0.79,-1.44,1.11,0.33
95,1900-01-01 12:04:00.961,25.29,5.71,5.34,0.11,0.45,0.95,-1.49,-0.44,-1.14,30.27,16.95,8.71,0.3,0.51,0.83,-1.8,1.7,-0.42
96,1900-01-01 12:04:00.961,24.83,5.82,5.32,0.1,0.41,0.89,1.53,-1.18,-0.76,30.02,15.71,8.64,0.25,0.47,0.77,-1.29,0.35,0.02
97,1900-01-01 12:04:01.039,24.4,5.39,5.37,0.09,0.41,0.89,-1.59,1.32,-1.45,29.24,16.22,8.63,0.27,0.47,0.8,-1.76,1.54,0.66
98,1900-01-01 12:04:01.108,24.81,5.93,5.31,0.11,0.44,0.94,-2.1,-0.28,-1.18,30.57,16.99,8.72,0.3,0.52,0.82,-2.03,2.19,-0.21
99,1900-01-01 12:04:01.181,24.17,6.51,5.28,0.11,0.4,0.89,0.61,-0.92,-0.27,30.33,16.57,8.68,0.27,0.48,0.77,-1.38,0.85,0.49
100,1900-01-01 12:04:01.274,24.5,5.42,5.4,0.09,0.41,0.89,-1.28,0.79,-1.24,29.6,16.04,8.75,0.27,0.47,0.79,-1.16,1.1,0.38
101,1900-01-01 12:04:01.366,24.93,5.62,5.37,0.1,0.43,0.93,-1.09,-0.77,-1.04,30.3,16.35,8.8,0.28,0.5,0.81,-1.33,1.48,-0.28
102,1900-01-01 12:04:01.413,24.72,5.9,5.37,0.1,0.41,0.89,1.0,-1.3,-0.34,29.93,15.55,8.75,0.25,0.47,0.78,-0.73,0.52,0.26
103,1900-01-01 12:04:01.506,24.3,5.67,5.48,0.1,0.41,0.9,-1.11,0.5,-1.27,28.98,16.42,8.78,0.27,0.47,0.8,-1.15,0.97,0.03
104,1900-01-01 12:04:01.640,25.32,5.79,5.45,0.1,0.44,0.93,-1.12,-0.41,-1.31,31.29,16.38,8.77,0.28,0.52,0.81,-1.99,1.85,-0.26
105,1900-01-01 12:04:01.640,24.58,5.97,5.41,0.1,0.42,0.9,0.46,-1.09,-0.02,29.86,16.06,8.73,0.27,0.48,0.79,-2.54,1.83,0.18
106,1900-01-01 12:04:01.709,24.05,5.47,5.56,0.09,0.4,0.89,-0.27,0.79,-0.35,28.19,15.52,8.74,0.25,0.45,0.79,-1.4,1.45,1.26
107,1900-01-01 12:04:01.801,24.42,5.61,5.67,0.1,0.41,0.9,-1.57,1.79,-2.17,29.46,16.2,8.93,0.27,0.48,0.8,-0.43,2.41,1.11
108,1900-01-01 12:04:01.912,24.62,6.05,5.5,0.11,0.43,0.93,-0.55,0.08,-0.6,30.78,17.36,9.09,0.3,0.51,0.81,-2.18,2.31,0.59
109,1900-01-01 12:04:01.937,24.46,6.11,5.57,0.11,0.42,0.91,-1.12,-1.79,0.08,28.66,15.93,9.17,0.27,0.46,0.81,-2.05,1.67,0.4
110,1900-01-01 12:04:02.020,26.04,4.88,5.74,0.08,0.43,0.88,-0.98,-0.8,-0.15,29.58,14.94,9.22,0.24,0.46,0.78,-2.85,0.92,1.66
111,1900-01-01 12:04:02.114,24.4,5.05,5.87,0.09,0.41,0.91,-0.29,-0.63,-2.02,29.62,16.06,9.46,0.27,0.47,0.79,-1.21,1.81,0.34
112,1900-01-01 12:04:02.161,23.6,6.04,5.72,0.11,0.42,0.95,-4.08,0.51,-0.85,27.94,17.04,9.51,0.29,0.47,0.84,-7.24,3.8,2.27
113,1900-01-01 12:04:02.333,22.44,6.63,5.75,0.12,0.39,0.94,-0.58,-0.26,-1.55,27.85,16.97,9.84,0.29,0.46,0.82,-1.56,5.85,0.06
114,1900-01-01 12:04:02.333,23.09,5.08,5.68,0.09,0.38,0.89,-0.85,-0.41,0.13,26.58,14.34,9.84,0.24,0.43,0.83,0.75,2.5,2.69
115,1900-01-01 12:04:02.394,22.79,5.21,5.86,0.09,0.39,0.92,-1.73,-1.87,-0.14,27.24,15.17,10.24,0.26,0.45,0.84,-2.49,-0.15,1.51
116,1900-01-01 12:04:02.488,25.92,6.94,5.99,0.12,0.43,0.88,2.31,-1.21,-1.34,32.34,15.17,10.46,0.24,0.5,0.75,-14.15,-11.49,4.79
117,1900-01-01 12:04:02.586,23.48,4.99,5.95,0.09,0.4,0.92,-1.69,-0.17,-0.21,25.09,21.05,11.19,0.35,0.42,0.82,-1.21,-1.08,1.91
118,1900-01-01 12:04:02.628,23.91,8.28,6.07,0.15,0.41,0.92,4.32,-3.64,0.8,28.1,17.96,11.47,0.31,0.48,0.84,1.66,10.52,0.52
119,1900-01-01 12:04:02.860,24.98,7.9,6.35,0.14,0.43,0.91,1.62,-3.4,-0.2,26.39,19.05,11.54,0.31,0.42,0.8,6.88,8.21,-2.46
120,1900-01-01 12:04:02.860,23.78,3.64,6.48,0.06,0.41,0.93,1.76,-1.87,-0.47,24.76,14.07,11.16,0.27,0.47,0.98,4.34,-6.74,-0.53
121,1900-01-01 12:04:02.860,22.61,4.02,6.57,0.07,0.41,0.97,0.58,-10.21,-1.72,22.15,15.45,11.07,0.26,0.37,0.87,2.5,-14.8,-4.09
122,1900-01-01 12:04:02.932,23.82,5.28,6.47,0.09,0.4,0.89,-1.85,-7.28,-2.24,29.59,15.82,10.44,0.24,0.43,0.72,-3.65,-5.5,-4.6
123,1900-01-01 12:04:03.011,25.81,8.37,6.28,0.14,0.43,0.88,-8.96,0.81,-4.21,31.27,16.39,9.72,0.26,0.49,0.75,-6.21,4.95,-2.98
124,1900-01-01 12:04:03.136,25.78,9.97,5.8,0.17,0.44,0.89,-6.15,3.4,-7.07,30.64,17.96,9.26,0.31,0.51,0.8,-3.64,4.79,0.9
125,1900-01-01 12:04:03.165,26.19,11.71,4.89,0.2,0.44,0.88,2.15,-2.16,-3.24,32.9,17.82,9.39,0.31,0.55,0.8,3.68,0.54,-2.85
126,1900-01-01 12:04:03.270,23.75,12.06,4.56,0.21,0.4,0.89,1.56,-4.53,-0.92,30.78,19.92,8.95,0.33,0.49,0.76,4.68,-4.6,-1.75
127,1900-01-01 12:04:03.297,24.57,11.27,4.57,0.19,0.41,0.89,-1.95,-3.09,-0.03,31.51,20.83,8.67,0.33,0.48,0.71,-3.07,-1.24,-0.45
128,1900-01-01 12:04:03.379,25.74,9.93,4.73,0.17,0.42,0.86,0.23,0.06,-1.5,32.51,17.61,8.6,0.28,0.5,0.73,-1.31,2.36,-1.88
129,1900-01-01 12:04:03.551,25.94,9.1,4.66,0.16,0.43,0.88,2.89,0.98,-1.94,31.34,17.85,8.3,0.29,0.5,0.76,4.66,2.0,-2.37
130,1900-01-01 12:04:03.551,25.18,9.14,4.52,0.16,0.43,0.9,1.22,-0.78,-1.98,31.44,16.85,7.94,0.29,0.52,0.8,-2.87,1.44,-1.06
131,1900-01-01 12:04:03.636,25.72,9.2,4.38,0.16,0.44,0.9,0.4,-0.27,-1.86,31.57,18.46,7.77,0.3,0.5,0.76,-2.89,1.1,-0.06
132,1900-01-01 12:04:03.683,25.68,8.74,4.26,0.16,0.45,0.92,1.4,-0.09,-1.84,31.52,16.47,7.75,0.28,0.52,0.81,1.01,1.63,-1.86
133,1900-01-01 12:04:03.754,25.23,8.73,4.14,0.15,0.43,0.91,-0.78,-1.28,-1.31,31.28,17.55,7.46,0.29,0.5,0.78,0.02,0.19,-0.8
134,1900-01-01 12:04:03.851,26.24,9.02,4.1,0.16,0.44,0.88,-1.17,-0.62,-0.89,32.48,16.41,7.33,0.27,0.52,0.77,-2.11,0.86,-1.02
135,1900-01-01 12:04:03.964,25.91,8.04,4.12,0.14,0.44,0.89,-0.92,-1.21,-0.71,31.95,16.58,7.17,0.28,0.51,0.78,-0.59,-1.92,0.66
136,1900-01-01 12:04:03.995,24.89,9.49,4.17,0.16,0.42,0.88,-0.11,-0.44,-1.58,31.57,18.83,7.26,0.3,0.48,0.73,-2.79,2.85,-2.22
137,1900-01-01 12:04:04.095,26.59,8.61,4.09,0.15,0.46,0.9,-1.57,0.48,-2.27,33.53,16.0,6.91,0.28,0.55,0.79,-0.93,0.89,-0.31
138,1900-01-01 12:04:04.175,25.85,9.94,3.9,0.17,0.44,0.89,-0.02,-0.7,-0.26,32.73,18.21,6.86,0.3,0.52,0.75,-2.91,0.96,0.28
139,1900-01-01 12:04:04.224,25.49,9.18,4.02,0.16,0.43,0.89,-0.69,-0.24,-0.99,32.25,16.51,6.89,0.28,0.52,0.78,-1.95,3.3,-1.13
140,1900-01-01 12:04:04.352,25.46,9.15,4.03,0.16,0.43,0.89,-1.27,-0.53,-0.39,32.44,16.17,6.71,0.27,0.52,0.77,-1.6,2.87,-0.15
141,1900-01-01 12:04:04.390,25.25,8.59,4.13,0.15,0.43,0.9,-3.66,0.56,-0.11,30.77,16.9,6.68,0.28,0.49,0.78,-3.99,2.52,0.97
142,1900-01-01 12:04:04.455,25.47,8.48,4.27,0.15,0.44,0.9,-1.25,-0.66,-0.68,31.73,16.1,6.82,0.28,0.52,0.8,-1.21,-2.13,1.29
143,1900-01-01 12:04:04.549,24.56,9.53,4.32,0.17,0.42,0.9,-0.59,-1.08,-0.43,31.18,17.36,7.01,0.28,0.49,0.76,-2.98,1.22,0.08
144,1900-01-01 12:04:04.596,25.27,9.02,4.42,0.16,0.43,0.89,-1.04,-0.18,-1.2,31.66,16.54,7.01,0.28,0.52,0.8,-0.73,-4.58,2.82
145,1900-01-01 12:04:04.690,24.4,9.66,4.39,0.17,0.42,0.9,-0.66,-1.15,-0.63,31.27,19.35,7.43,0.31,0.49,0.75,-2.51,0.17,0.24
146,1900-01-01 12:04:04.737,24.93,8.95,4.46,0.16,0.42,0.89,-1.15,0.65,-0.79,31.16,17.48,7.46,0.29,0.5,0.78,-0.96,-1.14,1.73
147,1900-01-01 12:04:04.830,24.76,9.23,4.5,0.16,0.42,0.89,-0.4,-0.19,-1.1,30.74,17.8,7.71,0.3,0.5,0.78,0.03,-1.74,0.64
