posx, posy, posz, tag, time (s), userID
1.022845,0.1950794,1.275606,Graffiti,89.32619,33
-1.302934,0.05655643,-1.005287,Person,101.1951,33
-1.463922,-0.1553202,-0.7377136,Reflection,106.5691,33
-0.9409373,0.05793747,-1.350076,Tire,114.9384,33
-0.3526292,0.3665323,-1.566121,Truck,119.067,33
