posx, posy, posz, tag, time (s), userID
1.154204,0.06864218,1.172399,Ice,427.5971,11
0.2430057,0.3972243,-1.579419,Truck,449.1866,11
-0.9780295,0.1034387,-1.32068,Tire,463.1476,11
-1.396108,0.01575767,-0.8729686,Person,472.9251,11
-1.413968,0.3121313,-0.7840174,Antenna,481.9852,11
